Lugar de residencia;Edad;Medida;Valor;
Pinos Genil;Índice de dependencia mayores;Población municipal;22,679425837320576;
Pinos Puente;Índice de dependencia global;Población municipal;55,47098001902949;
Pinos Puente;Índice de dependencia jóvenes;Población municipal;25,769108785283855;
Pinos Puente;Índice de dependencia mayores;Población municipal;29,701871233745642;
Píñar;Índice de dependencia global;Población municipal;45,526315789473685;
Píñar;Índice de dependencia jóvenes;Población municipal;14,605263157894738;
Píñar;Índice de dependencia mayores;Población municipal;30,92105263157895;
Polícar;Índice de dependencia global;Población municipal;59,756097560975604;
Polícar;Índice de dependencia jóvenes;Población municipal;16,463414634146343;
Polícar;Índice de dependencia mayores;Población municipal;43,292682926829265;
Polopos;Índice de dependencia global;Población municipal;40,51724137931034;
Polopos;Índice de dependencia jóvenes;Población municipal;17,844827586206897;
Polopos;Índice de dependencia mayores;Población municipal;22,67241379310345;
Pórtugos;Índice de dependencia global;Población municipal;45,955882352941174;
Pórtugos;Índice de dependencia jóvenes;Población municipal;18,014705882352942;
Pórtugos;Índice de dependencia mayores;Población municipal;27,941176470588236;
Puebla de Don Fadrique;Índice de dependencia global;Población municipal;59,78181818181818;
Puebla de Don Fadrique;Índice de dependencia jóvenes;Población municipal;23,78181818181818;
Puebla de Don Fadrique;Índice de dependencia mayores;Población municipal;36;
Pulianas;Índice de dependencia global;Población municipal;43,024466423737636;
Pulianas;Índice de dependencia jóvenes;Población municipal;24,336283185840706;
Pulianas;Índice de dependencia mayores;Población municipal;18,68818323789693;
Purullena;Índice de dependencia global;Población municipal;52,82152230971129;
Purullena;Índice de dependencia jóvenes;Población municipal;25,984251968503933;
Purullena;Índice de dependencia mayores;Población municipal;26,837270341207347;
Quéntar;Índice de dependencia global;Población municipal;54,04120443740095;
Quéntar;Índice de dependencia jóvenes;Población municipal;16,64025356576862;
Quéntar;Índice de dependencia mayores;Población municipal;37,400950871632325;
Rubite;Índice de dependencia global;Población municipal;47,08029197080292;
Rubite;Índice de dependencia jóvenes;Población municipal;9,854014598540147;
Rubite;Índice de dependencia mayores;Población municipal;37,22627737226277;
Salar;Índice de dependencia global;Población municipal;55,47619047619048;
Salar;Índice de dependencia jóvenes;Población municipal;24,46428571428571;
Salar;Índice de dependencia mayores;Población municipal;31,011904761904763;
Salobreña;Índice de dependencia global;Población municipal;51,88070602556299;
Salobreña;Índice de dependencia jóvenes;Población municipal;20,693852708460135;
Salobreña;Índice de dependencia mayores;Población municipal;31,18685331710286;
Santa Cruz del Comercio;Índice de dependencia global;Población municipal;49,307479224376735;
Santa Cruz del Comercio;Índice de dependencia jóvenes;Población municipal;15,23545706371191;
Santa Cruz del Comercio;Índice de dependencia mayores;Población municipal;34,07202216066482;
Santa Fe;Índice de dependencia global;Población municipal;51,358422217750054;
Santa Fe;Índice de dependencia jóvenes;Población municipal;24,954719259408332;
Santa Fe;Índice de dependencia mayores;Población municipal;26,403702958341718;
Soportújar;Índice de dependencia global;Población municipal;54,97076023391813;
Soportújar;Índice de dependencia jóvenes;Población municipal;7,602339181286549;
Soportújar;Índice de dependencia mayores;Población municipal;47,368421052631575;
Sorvilán;Índice de dependencia global;Población municipal;53,735632183908045;
Sorvilán;Índice de dependencia jóvenes;Población municipal;12,35632183908046;
Sorvilán;Índice de dependencia mayores;Población municipal;41,37931034482759;
Torre-Cardela;Índice de dependencia global;Población municipal;64,12037037037037;
Torre-Cardela;Índice de dependencia jóvenes;Población municipal;11,574074074074074;
Torre-Cardela;Índice de dependencia mayores;Población municipal;52,54629629629629;
Torrenueva Costa;Índice de dependencia global;Población municipal;46,05769230769231;
Torrenueva Costa;Índice de dependencia jóvenes;Población municipal;20,48076923076923;
Torrenueva Costa;Índice de dependencia mayores;Población municipal;25,576923076923073;
Torvizcón;Índice de dependencia global;Población municipal;67,95865633074936;
Torvizcón;Índice de dependencia jóvenes;Población municipal;17,829457364341085;
Torvizcón;Índice de dependencia mayores;Población municipal;50,129198966408275;
Trevélez;Índice de dependencia global;Población municipal;45,010183299389;
Trevélez;Índice de dependencia jóvenes;Población municipal;13,441955193482688;
Trevélez;Índice de dependencia mayores;Población municipal;31,568228105906314;
Turón;Índice de dependencia global;Población municipal;58,78378378378378;
Turón;Índice de dependencia jóvenes;Población municipal;8,783783783783784;
Turón;Índice de dependencia mayores;Población municipal;50;
Ugíjar;Índice de dependencia global;Población municipal;61,097099621689786;
Ugíjar;Índice de dependencia jóvenes;Población municipal;25,598991172761664;
Ugíjar;Índice de dependencia mayores;Población municipal;35,49810844892812;
Valderrubio;Índice de dependencia global;Población municipal;55,39513677811551;
Valderrubio;Índice de dependencia jóvenes;Población municipal;24,696048632218844;
Valderrubio;Índice de dependencia mayores;Población municipal;30,69908814589666;
Valle del Zalabí;Índice de dependencia global;Población municipal;64,71981057616418;
Valle del Zalabí;Índice de dependencia jóvenes;Población municipal;23,914759273875298;
Valle del Zalabí;Índice de dependencia mayores;Población municipal;40,80505130228887;
Válor;Índice de dependencia global;Población municipal;64,56310679611651;
Válor;Índice de dependencia jóvenes;Población municipal;16,019417475728158;
Válor;Índice de dependencia mayores;Población municipal;48,54368932038835;
Vegas del Genil;Índice de dependencia global;Población municipal;48,36936148944146;
Vegas del Genil;Índice de dependencia jóvenes;Población municipal;35,76158940397351;
Vegas del Genil;Índice de dependencia mayores;Población municipal;12,60777208546795;
Vélez de Benaudalla;Índice de dependencia global;Población municipal;47,2636815920398;
Vélez de Benaudalla;Índice de dependencia jóvenes;Población municipal;17,761194029850746;
Vélez de Benaudalla;Índice de dependencia mayores;Población municipal;29,502487562189057;
Ventas de Huelma;Índice de dependencia global;Población municipal;45,022624434389144;
Ventas de Huelma;Índice de dependencia jóvenes;Población municipal;15,158371040723981;
Ventas de Huelma;Índice de dependencia mayores;Población municipal;29,86425339366516;
Villa de Otura;Índice de dependencia global;Población municipal;46,74108032688858;
Villa de Otura;Índice de dependencia jóvenes;Población municipal;23,759218656567672;
Villa de Otura;Índice de dependencia mayores;Población municipal;22,981861670320907;
Villamena;Índice de dependencia global;Población municipal;52,64;
Villamena;Índice de dependencia jóvenes;Población municipal;19,36;
Villamena;Índice de dependencia mayores;Población municipal;33,28;
Villanueva de las Torres;Índice de dependencia global;Población municipal;54,02298850574713;
Villanueva de las Torres;Índice de dependencia jóvenes;Población municipal;12,931034482758621;
Villanueva de las Torres;Índice de dependencia mayores;Población municipal;41,09195402298851;
Villanueva Mesía;Índice de dependencia global;Población municipal;52,59203606311045;
Villanueva Mesía;Índice de dependencia jóvenes;Población municipal;22,389181066867017;
Villanueva Mesía;Índice de dependencia mayores;Población municipal;30,202854996243428;
Víznar;Índice de dependencia global;Población municipal;47,093889716840536;
Víznar;Índice de dependencia jóvenes;Población municipal;22,503725782414307;
Víznar;Índice de dependencia mayores;Población municipal;24,59016393442623;
Zafarraya;Índice de dependencia global;Población municipal;55,759354365370505;
Zafarraya;Índice de dependencia jóvenes;Población municipal;27,732942039618493;
Zafarraya;Índice de dependencia mayores;Población municipal;28,02641232575202;
Zagra;Índice de dependencia global;Población municipal;46,61417322834646;
Zagra;Índice de dependencia jóvenes;Población municipal;14,645669291338583;
Zagra;Índice de dependencia mayores;Población municipal;31,968503937007874;
Zújar;Índice de dependencia global;Población municipal;54,76485148514851;
Zújar;Índice de dependencia jóvenes;Población municipal;18,13118811881188;
Zújar;Índice de dependencia mayores;Población municipal;36,633663366336634;
Alájar;Índice de dependencia global;Población municipal;43,214285714285715;
Alájar;Índice de dependencia jóvenes;Población municipal;14,642857142857144;
Alájar;Índice de dependencia mayores;Población municipal;28,57142857142857;
Aljaraque;Índice de dependencia global;Población municipal;45,30735816769778;
Aljaraque;Índice de dependencia jóvenes;Población municipal;28,58365144135843;
Aljaraque;Índice de dependencia mayores;Población municipal;16,723706726339344;
Almonaster la Real;Índice de dependencia global;Población municipal;50,12615643397813;
Almonaster la Real;Índice de dependencia jóvenes;Población municipal;13,624894869638352;
Almonaster la Real;Índice de dependencia mayores;Población municipal;36,501261564339785;
Almonte;Índice de dependencia global;Población municipal;40,340815088512656;
Almonte;Índice de dependencia jóvenes;Población municipal;21,904814426735786;
Almonte;Índice de dependencia mayores;Población municipal;18,436000661776873;
Alosno;Índice de dependencia global;Población municipal;56,53555820421137;
Alosno;Índice de dependencia jóvenes;Población municipal;19,745729042510927;
Alosno;Índice de dependencia mayores;Población municipal;36,78982916170044;
Aracena;Índice de dependencia global;Población municipal;53,10293571163136;
Aracena;Índice de dependencia jóvenes;Población municipal;26,291341508732813;
Aracena;Índice de dependencia mayores;Población municipal;26,811594202898554;
Aroche;Índice de dependencia global;Población municipal;50,898203592814376;
Aroche;Índice de dependencia jóvenes;Población municipal;18,862275449101794;
Aroche;Índice de dependencia mayores;Población municipal;32,035928143712574;
Arroyomolinos de León;Índice de dependencia global;Población municipal;57,190082644628106;
Arroyomolinos de León;Índice de dependencia jóvenes;Población municipal;17,024793388429753;
