Territorio;Tipo de centro de AP;Medida;Valor;
Aracena;Centro de salud;Número de centros;1;
Aracena;Consultorio local;Número de centros;-;
Aracena;Consultorio auxiliar;Número de centros;-;
Aracena;TOTAL;Número de centros;1;
Aroche;Centro de salud;Número de centros;-;
Aroche;Consultorio local;Número de centros;1;
Aroche;Consultorio auxiliar;Número de centros;1;
Aroche;TOTAL;Número de centros;2;
Arroyomolinos de León;Centro de salud;Número de centros;-;
Arroyomolinos de León;Consultorio local;Número de centros;1;
Arroyomolinos de León;Consultorio auxiliar;Número de centros;-;
Arroyomolinos de León;TOTAL;Número de centros;1;
Ayamonte;Centro de salud;Número de centros;1;
Ayamonte;Consultorio local;Número de centros;2;
Ayamonte;Consultorio auxiliar;Número de centros;1;
Ayamonte;TOTAL;Número de centros;4;
Beas;Centro de salud;Número de centros;-;
Beas;Consultorio local;Número de centros;1;
Beas;Consultorio auxiliar;Número de centros;1;
Beas;TOTAL;Número de centros;2;
Berrocal;Centro de salud;Número de centros;-;
Berrocal;Consultorio local;Número de centros;1;
Berrocal;Consultorio auxiliar;Número de centros;-;
Berrocal;TOTAL;Número de centros;1;
Bollullos Par del Condado;Centro de salud;Número de centros;1;
Bollullos Par del Condado;Consultorio local;Número de centros;-;
Bollullos Par del Condado;Consultorio auxiliar;Número de centros;-;
Bollullos Par del Condado;TOTAL;Número de centros;1;
Bonares;Centro de salud;Número de centros;1;
Bonares;Consultorio local;Número de centros;-;
Bonares;Consultorio auxiliar;Número de centros;-;
Bonares;TOTAL;Número de centros;1;
Cabezas Rubias;Centro de salud;Número de centros;-;
Cabezas Rubias;Consultorio local;Número de centros;1;
Cabezas Rubias;Consultorio auxiliar;Número de centros;-;
Cabezas Rubias;TOTAL;Número de centros;1;
Cala;Centro de salud;Número de centros;-;
Cala;Consultorio local;Número de centros;1;
Cala;Consultorio auxiliar;Número de centros;-;
Cala;TOTAL;Número de centros;1;
Calañas;Centro de salud;Número de centros;1;
Calañas;Consultorio local;Número de centros;-;
Calañas;Consultorio auxiliar;Número de centros;1;
Calañas;TOTAL;Número de centros;2;
Campofrío;Centro de salud;Número de centros;-;
Campofrío;Consultorio local;Número de centros;1;
Campofrío;Consultorio auxiliar;Número de centros;-;
Campofrío;TOTAL;Número de centros;1;
Cañaveral de León;Centro de salud;Número de centros;-;
Cañaveral de León;Consultorio local;Número de centros;1;
Cañaveral de León;Consultorio auxiliar;Número de centros;-;
Cañaveral de León;TOTAL;Número de centros;1;
Cartaya;Centro de salud;Número de centros;1;
Cartaya;Consultorio local;Número de centros;1;
Cartaya;Consultorio auxiliar;Número de centros;-;
Cartaya;TOTAL;Número de centros;2;
Castaño del Robledo;Centro de salud;Número de centros;-;
Castaño del Robledo;Consultorio local;Número de centros;-;
Castaño del Robledo;Consultorio auxiliar;Número de centros;1;
Castaño del Robledo;TOTAL;Número de centros;1;
Chucena;Centro de salud;Número de centros;-;
Chucena;Consultorio local;Número de centros;1;
Chucena;Consultorio auxiliar;Número de centros;-;
Chucena;TOTAL;Número de centros;1;
Corteconcepción;Centro de salud;Número de centros;-;
Corteconcepción;Consultorio local;Número de centros;1;
Corteconcepción;Consultorio auxiliar;Número de centros;-;
Corteconcepción;TOTAL;Número de centros;1;
Cortegana;Centro de salud;Número de centros;1;
Cortegana;Consultorio local;Número de centros;1;
Cortegana;Consultorio auxiliar;Número de centros;1;
Cortegana;TOTAL;Número de centros;3;
Cortelazor;Centro de salud;Número de centros;-;
Cortelazor;Consultorio local;Número de centros;-;
Cortelazor;Consultorio auxiliar;Número de centros;1;
Cortelazor;TOTAL;Número de centros;1;
Cumbres de Enmedio;Centro de salud;Número de centros;-;
Cumbres de Enmedio;Consultorio local;Número de centros;-;
Cumbres de Enmedio;Consultorio auxiliar;Número de centros;1;
Cumbres de Enmedio;TOTAL;Número de centros;1;
Cumbres de San Bartolomé;Centro de salud;Número de centros;-;
Cumbres de San Bartolomé;Consultorio local;Número de centros;1;
Cumbres de San Bartolomé;Consultorio auxiliar;Número de centros;-;
Cumbres de San Bartolomé;TOTAL;Número de centros;1;
Cumbres Mayores;Centro de salud;Número de centros;1;
Cumbres Mayores;Consultorio local;Número de centros;-;
Cumbres Mayores;Consultorio auxiliar;Número de centros;-;
Cumbres Mayores;TOTAL;Número de centros;1;
El Almendro;Centro de salud;Número de centros;-;
El Almendro;Consultorio local;Número de centros;1;
El Almendro;Consultorio auxiliar;Número de centros;-;
El Almendro;TOTAL;Número de centros;1;
El Campillo;Centro de salud;Número de centros;-;
El Campillo;Consultorio local;Número de centros;1;
El Campillo;Consultorio auxiliar;Número de centros;1;
El Campillo;TOTAL;Número de centros;2;
El Cerro de Andévalo;Centro de salud;Número de centros;-;
El Cerro de Andévalo;Consultorio local;Número de centros;1;
El Cerro de Andévalo;Consultorio auxiliar;Número de centros;1;
El Cerro de Andévalo;TOTAL;Número de centros;2;
El Granado;Centro de salud;Número de centros;-;
El Granado;Consultorio local;Número de centros;-;
El Granado;Consultorio auxiliar;Número de centros;1;
El Granado;TOTAL;Número de centros;1;
Encinasola;Centro de salud;Número de centros;-;
Encinasola;Consultorio local;Número de centros;1;
Encinasola;Consultorio auxiliar;Número de centros;-;
Encinasola;TOTAL;Número de centros;1;
Escacena del Campo;Centro de salud;Número de centros;-;
Escacena del Campo;Consultorio local;Número de centros;1;
Escacena del Campo;Consultorio auxiliar;Número de centros;-;
Escacena del Campo;TOTAL;Número de centros;1;
Fuenteheridos;Centro de salud;Número de centros;-;
Fuenteheridos;Consultorio local;Número de centros;1;
Fuenteheridos;Consultorio auxiliar;Número de centros;-;
Fuenteheridos;TOTAL;Número de centros;1;
Galaroza;Centro de salud;Número de centros;-;
Galaroza;Consultorio local;Número de centros;1;
Galaroza;Consultorio auxiliar;Número de centros;-;
Galaroza;TOTAL;Número de centros;1;
Gibraleón;Centro de salud;Número de centros;1;
Gibraleón;Consultorio local;Número de centros;-;
Gibraleón;Consultorio auxiliar;Número de centros;-;
Gibraleón;TOTAL;Número de centros;1;
Higuera de la Sierra;Centro de salud;Número de centros;-;
Higuera de la Sierra;Consultorio local;Número de centros;1;
Higuera de la Sierra;Consultorio auxiliar;Número de centros;-;
Higuera de la Sierra;TOTAL;Número de centros;1;
Hinojales;Centro de salud;Número de centros;-;
Hinojales;Consultorio local;Número de centros;1;
Hinojales;Consultorio auxiliar;Número de centros;-;
Hinojales;TOTAL;Número de centros;1;
Hinojos;Centro de salud;Número de centros;-;
Hinojos;Consultorio local;Número de centros;1;
Hinojos;Consultorio auxiliar;Número de centros;-;
Hinojos;TOTAL;Número de centros;1;
Huelva (capital);Centro de salud;Número de centros;7;
Huelva (capital);Consultorio local;Número de centros;-;
Huelva (capital);Consultorio auxiliar;Número de centros;1;
Huelva (capital);TOTAL;Número de centros;8;
Isla Cristina;Centro de salud;Número de centros;1;
Isla Cristina;Consultorio local;Número de centros;1;
Isla Cristina;Consultorio auxiliar;Número de centros;-;
Isla Cristina;TOTAL;Número de centros;2;
Jabugo;Centro de salud;Número de centros;-;
Jabugo;Consultorio local;Número de centros;2;
Jabugo;Consultorio auxiliar;Número de centros;1;
Jabugo;TOTAL;Número de centros;3;
La Granada de Río-Tinto;Centro de salud;Número de centros;-;
La Granada de Río-Tinto;Consultorio local;Número de centros;-;
La Granada de Río-Tinto;Consultorio auxiliar;Número de centros;1;
La Granada de Río-Tinto;TOTAL;Número de centros;1;
La Nava;Centro de salud;Número de centros;-;
La Nava;Consultorio local;Número de centros;1;
La Nava;Consultorio auxiliar;Número de centros;-;
La Nava;TOTAL;Número de centros;1;
La Palma del Condado;Centro de salud;Número de centros;1;
La Palma del Condado;Consultorio local;Número de centros;-;
La Palma del Condado;Consultorio auxiliar;Número de centros;-;
La Palma del Condado;TOTAL;Número de centros;1;
La Zarza-Perrunal;Centro de salud;Número de centros;-;
La Zarza-Perrunal;Consultorio local;Número de centros;1;
La Zarza-Perrunal;Consultorio auxiliar;Número de centros;1;
La Zarza-Perrunal;TOTAL;Número de centros;2;
Lepe;Centro de salud;Número de centros;1;
Lepe;Consultorio local;Número de centros;1;
Lepe;Consultorio auxiliar;Número de centros;-;
Lepe;TOTAL;Número de centros;2;
Linares de la Sierra;Centro de salud;Número de centros;-;
Linares de la Sierra;Consultorio local;Número de centros;1;
Linares de la Sierra;Consultorio auxiliar;Número de centros;-;
Linares de la Sierra;TOTAL;Número de centros;1;
Los Marines;Centro de salud;Número de centros;-;
Los Marines;Consultorio local;Número de centros;1;
Los Marines;Consultorio auxiliar;Número de centros;-;
Los Marines;TOTAL;Número de centros;1;
Lucena del Puerto;Centro de salud;Número de centros;-;
Lucena del Puerto;Consultorio local;Número de centros;1;
Lucena del Puerto;Consultorio auxiliar;Número de centros;-;
Lucena del Puerto;TOTAL;Número de centros;1;
Manzanilla;Centro de salud;Número de centros;-;
Manzanilla;Consultorio local;Número de centros;1;
Manzanilla;Consultorio auxiliar;Número de centros;-;
Manzanilla;TOTAL;Número de centros;1;
Minas de Riotinto;Centro de salud;Número de centros;1;
Minas de Riotinto;Consultorio local;Número de centros;-;
Minas de Riotinto;Consultorio auxiliar;Número de centros;1;
Minas de Riotinto;TOTAL;Número de centros;2;
Moguer;Centro de salud;Número de centros;1;
Moguer;Consultorio local;Número de centros;1;
Moguer;Consultorio auxiliar;Número de centros;-;
Moguer;TOTAL;Número de centros;2;
Nerva;Centro de salud;Número de centros;-;
Nerva;Consultorio local;Número de centros;1;
Nerva;Consultorio auxiliar;Número de centros;-;
Nerva;TOTAL;Número de centros;1;
Niebla;Centro de salud;Número de centros;-;
Niebla;Consultorio local;Número de centros;1;
Niebla;Consultorio auxiliar;Número de centros;-;
Niebla;TOTAL;Número de centros;1;
Palos de la Frontera;Centro de salud;Número de centros;1;
Palos de la Frontera;Consultorio local;Número de centros;-;
Palos de la Frontera;Consultorio auxiliar;Número de centros;-;
Palos de la Frontera;TOTAL;Número de centros;1;
Paterna del Campo;Centro de salud;Número de centros;-;
Paterna del Campo;Consultorio local;Número de centros;1;
Paterna del Campo;Consultorio auxiliar;Número de centros;-;
Paterna del Campo;TOTAL;Número de centros;1;
Paymogo;Centro de salud;Número de centros;-;
Paymogo;Consultorio local;Número de centros;1;
Paymogo;Consultorio auxiliar;Número de centros;-;
Paymogo;TOTAL;Número de centros;1;
Puebla de Guzmán;Centro de salud;Número de centros;1;
Puebla de Guzmán;Consultorio local;Número de centros;-;
Puebla de Guzmán;Consultorio auxiliar;Número de centros;1;
Puebla de Guzmán;TOTAL;Número de centros;2;
Puerto Moral;Centro de salud;Número de centros;-;
Puerto Moral;Consultorio local;Número de centros;-;
Puerto Moral;Consultorio auxiliar;Número de centros;1;
Puerto Moral;TOTAL;Número de centros;1;
Punta Umbría;Centro de salud;Número de centros;1;
Punta Umbría;Consultorio local;Número de centros;1;
Punta Umbría;Consultorio auxiliar;Número de centros;-;
Punta Umbría;TOTAL;Número de centros;2;
Rociana del Condado;Centro de salud;Número de centros;-;
Rociana del Condado;Consultorio local;Número de centros;1;
Rociana del Condado;Consultorio auxiliar;Número de centros;-;
Rociana del Condado;TOTAL;Número de centros;1;
Rosal de la Frontera;Centro de salud;Número de centros;-;
Rosal de la Frontera;Consultorio local;Número de centros;1;
Rosal de la Frontera;Consultorio auxiliar;Número de centros;-;
Rosal de la Frontera;TOTAL;Número de centros;1;
San Bartolomé de la Torre;Centro de salud;Número de centros;-;
San Bartolomé de la Torre;Consultorio local;Número de centros;1;
San Bartolomé de la Torre;Consultorio auxiliar;Número de centros;-;
San Bartolomé de la Torre;TOTAL;Número de centros;1;
San Juan del Puerto;Centro de salud;Número de centros;1;
San Juan del Puerto;Consultorio local;Número de centros;-;
San Juan del Puerto;Consultorio auxiliar;Número de centros;-;
San Juan del Puerto;TOTAL;Número de centros;1;
San Silvestre de Guzmán;Centro de salud;Número de centros;-;
San Silvestre de Guzmán;Consultorio local;Número de centros;1;
San Silvestre de Guzmán;Consultorio auxiliar;Número de centros;-;
San Silvestre de Guzmán;TOTAL;Número de centros;1;
Sanlúcar de Guadiana;Centro de salud;Número de centros;-;
Sanlúcar de Guadiana;Consultorio local;Número de centros;1;
Sanlúcar de Guadiana;Consultorio auxiliar;Número de centros;-;
Sanlúcar de Guadiana;TOTAL;Número de centros;1;
Santa Ana la Real;Centro de salud;Número de centros;-;
Santa Ana la Real;Consultorio local;Número de centros;1;
Santa Ana la Real;Consultorio auxiliar;Número de centros;1;
Santa Ana la Real;TOTAL;Número de centros;2;
Santa Bárbara de Casa;Centro de salud;Número de centros;-;
Santa Bárbara de Casa;Consultorio local;Número de centros;1;
Santa Bárbara de Casa;Consultorio auxiliar;Número de centros;-;
Santa Bárbara de Casa;TOTAL;Número de centros;1;
Santa Olalla del Cala;Centro de salud;Número de centros;1;
Santa Olalla del Cala;Consultorio local;Número de centros;-;
Santa Olalla del Cala;Consultorio auxiliar;Número de centros;-;
Santa Olalla del Cala;TOTAL;Número de centros;1;
Trigueros;Centro de salud;Número de centros;-;
Trigueros;Consultorio local;Número de centros;1;
Trigueros;Consultorio auxiliar;Número de centros;-;
Trigueros;TOTAL;Número de centros;1;
Valdelarco;Centro de salud;Número de centros;-;
Valdelarco;Consultorio local;Número de centros;-;
Valdelarco;Consultorio auxiliar;Número de centros;1;
Valdelarco;TOTAL;Número de centros;1;
Valverde del Camino;Centro de salud;Número de centros;1;
Valverde del Camino;Consultorio local;Número de centros;-;
Valverde del Camino;Consultorio auxiliar;Número de centros;-;
Valverde del Camino;TOTAL;Número de centros;1;
Villablanca;Centro de salud;Número de centros;-;
Villablanca;Consultorio local;Número de centros;1;
Villablanca;Consultorio auxiliar;Número de centros;-;
Villablanca;TOTAL;Número de centros;1;
Villalba del Alcor;Centro de salud;Número de centros;-;
Villalba del Alcor;Consultorio local;Número de centros;1;
Villalba del Alcor;Consultorio auxiliar;Número de centros;-;
Villalba del Alcor;TOTAL;Número de centros;1;
Villanueva de las Cruces;Centro de salud;Número de centros;-;
Villanueva de las Cruces;Consultorio local;Número de centros;1;
Villanueva de las Cruces;Consultorio auxiliar;Número de centros;-;
Villanueva de las Cruces;TOTAL;Número de centros;1;
Villanueva de los Castillejos;Centro de salud;Número de centros;-;
Villanueva de los Castillejos;Consultorio local;Número de centros;1;
Villanueva de los Castillejos;Consultorio auxiliar;Número de centros;-;
Villanueva de los Castillejos;TOTAL;Número de centros;1;
Villarrasa;Centro de salud;Número de centros;-;
Villarrasa;Consultorio local;Número de centros;1;
Villarrasa;Consultorio auxiliar;Número de centros;-;
Villarrasa;TOTAL;Número de centros;1;
Zalamea la Real;Centro de salud;Número de centros;-;
Zalamea la Real;Consultorio local;Número de centros;1;
Zalamea la Real;Consultorio auxiliar;Número de centros;7;
Zalamea la Real;TOTAL;Número de centros;8;
Zufre;Centro de salud;Número de centros;-;
Zufre;Consultorio local;Número de centros;1;
Zufre;Consultorio auxiliar;Número de centros;-;
Zufre;TOTAL;Número de centros;1;
Jaén;Centro de salud;Número de centros;42;
Jaén;Consultorio local;Número de centros;88;
Jaén;Consultorio auxiliar;Número de centros;67;
Jaén;TOTAL;Número de centros;197;
Albanchez de Mágina;Centro de salud;Número de centros;-;
Albanchez de Mágina;Consultorio local;Número de centros;1;
Albanchez de Mágina;Consultorio auxiliar;Número de centros;-;
Albanchez de Mágina;TOTAL;Número de centros;1;
Alcalá la Real;Centro de salud;Número de centros;2;
Alcalá la Real;Consultorio local;Número de centros;4;
Alcalá la Real;Consultorio auxiliar;Número de centros;6;
Alcalá la Real;TOTAL;Número de centros;12;
