Territorio;Tipología de servicios sociales;Medida;Valor;
Cogollos de Guadix;Personas mayores;Nº de centros;1;
Cogollos de Guadix;Mujeres;Nº de centros;-;
Cogollos de Guadix;Personas con discapacidad;Nº de centros;-;
Cogollos de Guadix;Personas con enfermedad mental;Nº de centros;-;
Cogollos de Guadix;Personas con adicciones;Nº de centros;-;
Cogollos de Guadix;Personas en situación o riesgo de exclusión social;Nº de centros;-;
Cogollos de Guadix;Personas de etnia gitana;Nº de centros;-;
Cogollos de Guadix;Menores del sistema de protección;Nº de centros;-;
Cogollos de Guadix;TOTAL;Nº de centros;1;
Colomera;Población general;Nº de centros;-;
Colomera;Personas mayores;Nº de centros;1;
Colomera;Mujeres;Nº de centros;-;
Colomera;Personas con discapacidad;Nº de centros;-;
Colomera;Personas con enfermedad mental;Nº de centros;-;
Colomera;Personas con adicciones;Nº de centros;-;
Colomera;Personas en situación o riesgo de exclusión social;Nº de centros;-;
Colomera;Personas de etnia gitana;Nº de centros;-;
Colomera;Menores del sistema de protección;Nº de centros;-;
Colomera;TOTAL;Nº de centros;1;
Cuevas del Campo;Población general;Nº de centros;-;
Cuevas del Campo;Personas mayores;Nº de centros;1;
Cuevas del Campo;Mujeres;Nº de centros;-;
Cuevas del Campo;Personas con discapacidad;Nº de centros;-;
Cuevas del Campo;Personas con enfermedad mental;Nº de centros;-;
Cuevas del Campo;Personas con adicciones;Nº de centros;-;
Cuevas del Campo;Personas en situación o riesgo de exclusión social;Nº de centros;-;
Cuevas del Campo;Personas de etnia gitana;Nº de centros;-;
Cuevas del Campo;Menores del sistema de protección;Nº de centros;-;
Cuevas del Campo;TOTAL;Nº de centros;1;
Cúllar;Población general;Nº de centros;-;
Cúllar;Personas mayores;Nº de centros;2;
Cúllar;Mujeres;Nº de centros;-;
Cúllar;Personas con discapacidad;Nº de centros;-;
Cúllar;Personas con enfermedad mental;Nº de centros;-;
Cúllar;Personas con adicciones;Nº de centros;-;
Cúllar;Personas en situación o riesgo de exclusión social;Nº de centros;-;
Cúllar;Personas de etnia gitana;Nº de centros;-;
Cúllar;Menores del sistema de protección;Nº de centros;-;
Cúllar;TOTAL;Nº de centros;2;
Cúllar Vega;Población general;Nº de centros;1;
Cúllar Vega;Personas mayores;Nº de centros;2;
Cúllar Vega;Mujeres;Nº de centros;1;
Cúllar Vega;Personas con discapacidad;Nº de centros;-;
Cúllar Vega;Personas con enfermedad mental;Nº de centros;-;
Cúllar Vega;Personas con adicciones;Nº de centros;-;
Cúllar Vega;Personas en situación o riesgo de exclusión social;Nº de centros;-;
Cúllar Vega;Personas de etnia gitana;Nº de centros;-;
Cúllar Vega;Menores del sistema de protección;Nº de centros;-;
Cúllar Vega;TOTAL;Nº de centros;4;
Darro;Población general;Nº de centros;-;
Darro;Personas mayores;Nº de centros;2;
Darro;Mujeres;Nº de centros;-;
Darro;Personas con discapacidad;Nº de centros;-;
Darro;Personas con enfermedad mental;Nº de centros;-;
Darro;Personas con adicciones;Nº de centros;-;
Darro;Personas en situación o riesgo de exclusión social;Nº de centros;-;
Darro;Personas de etnia gitana;Nº de centros;-;
Darro;Menores del sistema de protección;Nº de centros;-;
Darro;TOTAL;Nº de centros;2;
Dehesas de Guadix;Población general;Nº de centros;-;
Dehesas de Guadix;Personas mayores;Nº de centros;1;
Dehesas de Guadix;Mujeres;Nº de centros;-;
Dehesas de Guadix;Personas con discapacidad;Nº de centros;-;
Dehesas de Guadix;Personas con enfermedad mental;Nº de centros;-;
Dehesas de Guadix;Personas con adicciones;Nº de centros;-;
Dehesas de Guadix;Personas en situación o riesgo de exclusión social;Nº de centros;-;
Dehesas de Guadix;Personas de etnia gitana;Nº de centros;-;
Dehesas de Guadix;Menores del sistema de protección;Nº de centros;-;
Dehesas de Guadix;TOTAL;Nº de centros;1;
Deifontes;Población general;Nº de centros;-;
Deifontes;Personas mayores;Nº de centros;1;
Deifontes;Mujeres;Nº de centros;-;
Deifontes;Personas con discapacidad;Nº de centros;-;
Deifontes;Personas con enfermedad mental;Nº de centros;-;
Deifontes;Personas con adicciones;Nº de centros;-;
Deifontes;Personas en situación o riesgo de exclusión social;Nº de centros;-;
Deifontes;Personas de etnia gitana;Nº de centros;-;
Deifontes;Menores del sistema de protección;Nº de centros;-;
Deifontes;TOTAL;Nº de centros;1;
Domingo Pérez de Granada;Población general;Nº de centros;-;
Domingo Pérez de Granada;Personas mayores;Nº de centros;1;
Domingo Pérez de Granada;Mujeres;Nº de centros;-;
Domingo Pérez de Granada;Personas con discapacidad;Nº de centros;-;
Domingo Pérez de Granada;Personas con enfermedad mental;Nº de centros;-;
Domingo Pérez de Granada;Personas con adicciones;Nº de centros;-;
Domingo Pérez de Granada;Personas en situación o riesgo de exclusión social;Nº de centros;-;
Domingo Pérez de Granada;Personas de etnia gitana;Nº de centros;-;
Domingo Pérez de Granada;Menores del sistema de protección;Nº de centros;-;
Domingo Pérez de Granada;TOTAL;Nº de centros;1;
Dúrcal;Población general;Nº de centros;1;
Dúrcal;Personas mayores;Nº de centros;1;
Dúrcal;Mujeres;Nº de centros;1;
Dúrcal;Personas con discapacidad;Nº de centros;4;
Dúrcal;Personas con enfermedad mental;Nº de centros;-;
Dúrcal;Personas con adicciones;Nº de centros;-;
Dúrcal;Personas en situación o riesgo de exclusión social;Nº de centros;-;
Dúrcal;Personas de etnia gitana;Nº de centros;-;
Dúrcal;Menores del sistema de protección;Nº de centros;-;
Dúrcal;TOTAL;Nº de centros;7;
El Valle;Población general;Nº de centros;-;
El Valle;Personas mayores;Nº de centros;1;
El Valle;Mujeres;Nº de centros;-;
El Valle;Personas con discapacidad;Nº de centros;-;
El Valle;Personas con enfermedad mental;Nº de centros;-;
El Valle;Personas con adicciones;Nº de centros;-;
El Valle;Personas en situación o riesgo de exclusión social;Nº de centros;-;
El Valle;Personas de etnia gitana;Nº de centros;-;
El Valle;Menores del sistema de protección;Nº de centros;-;
El Valle;TOTAL;Nº de centros;1;
Ferreira;Población general;Nº de centros;-;
Ferreira;Personas mayores;Nº de centros;1;
Ferreira;Mujeres;Nº de centros;-;
Ferreira;Personas con discapacidad;Nº de centros;-;
Ferreira;Personas con enfermedad mental;Nº de centros;-;
Ferreira;Personas con adicciones;Nº de centros;-;
Ferreira;Personas en situación o riesgo de exclusión social;Nº de centros;-;
Ferreira;Personas de etnia gitana;Nº de centros;-;
Ferreira;Menores del sistema de protección;Nº de centros;-;
Ferreira;TOTAL;Nº de centros;1;
Fonelas;Población general;Nº de centros;-;
Fonelas;Personas mayores;Nº de centros;1;
Fonelas;Mujeres;Nº de centros;-;
Fonelas;Personas con discapacidad;Nº de centros;-;
Fonelas;Personas con enfermedad mental;Nº de centros;-;
Fonelas;Personas con adicciones;Nº de centros;-;
Fonelas;Personas en situación o riesgo de exclusión social;Nº de centros;-;
Fonelas;Personas de etnia gitana;Nº de centros;-;
Fonelas;Menores del sistema de protección;Nº de centros;-;
Fonelas;TOTAL;Nº de centros;1;
Freila;Población general;Nº de centros;-;
Freila;Personas mayores;Nº de centros;1;
Freila;Mujeres;Nº de centros;-;
Freila;Personas con discapacidad;Nº de centros;-;
Freila;Personas con enfermedad mental;Nº de centros;-;
Freila;Personas con adicciones;Nº de centros;-;
Freila;Personas en situación o riesgo de exclusión social;Nº de centros;-;
Freila;Personas de etnia gitana;Nº de centros;-;
Freila;Menores del sistema de protección;Nº de centros;-;
Freila;TOTAL;Nº de centros;1;
Fuente Vaqueros;Población general;Nº de centros;-;
Fuente Vaqueros;Personas mayores;Nº de centros;4;
Fuente Vaqueros;Mujeres;Nº de centros;-;
Fuente Vaqueros;Personas con discapacidad;Nº de centros;-;
Fuente Vaqueros;Personas con enfermedad mental;Nº de centros;-;
Fuente Vaqueros;Personas con adicciones;Nº de centros;-;
Fuente Vaqueros;Personas en situación o riesgo de exclusión social;Nº de centros;-;
Fuente Vaqueros;Personas de etnia gitana;Nº de centros;-;
Fuente Vaqueros;Menores del sistema de protección;Nº de centros;-;
Fuente Vaqueros;TOTAL;Nº de centros;4;
Gor;Población general;Nº de centros;-;
Gor;Personas mayores;Nº de centros;2;
Gor;Mujeres;Nº de centros;-;
Gor;Personas con discapacidad;Nº de centros;-;
Gor;Personas con enfermedad mental;Nº de centros;-;
Gor;Personas con adicciones;Nº de centros;-;
Gor;Personas en situación o riesgo de exclusión social;Nº de centros;-;
Gor;Personas de etnia gitana;Nº de centros;-;
Gor;Menores del sistema de protección;Nº de centros;-;
Gor;TOTAL;Nº de centros;2;
Granada (capital);Población general;Nº de centros;9;
Granada (capital);Personas mayores;Nº de centros;66;
Granada (capital);Mujeres;Nº de centros;2;
Granada (capital);Personas con discapacidad;Nº de centros;26;
Granada (capital);Personas con enfermedad mental;Nº de centros;5;
Granada (capital);Personas con adicciones;Nº de centros;8;
Granada (capital);Personas en situación o riesgo de exclusión social;Nº de centros;10;
Granada (capital);Personas de etnia gitana;Nº de centros;1;
Granada (capital);Menores del sistema de protección;Nº de centros;-;
Granada (capital);TOTAL;Nº de centros;127;
Guadahortuna;Población general;Nº de centros;-;
Guadahortuna;Personas mayores;Nº de centros;1;
Guadahortuna;Mujeres;Nº de centros;-;
Guadahortuna;Personas con discapacidad;Nº de centros;-;
Guadahortuna;Personas con enfermedad mental;Nº de centros;-;
Guadahortuna;Personas con adicciones;Nº de centros;-;
Guadahortuna;Personas en situación o riesgo de exclusión social;Nº de centros;-;
Guadahortuna;Personas de etnia gitana;Nº de centros;-;
Guadahortuna;Menores del sistema de protección;Nº de centros;-;
Guadahortuna;TOTAL;Nº de centros;1;
Guadix;Población general;Nº de centros;1;
Guadix;Personas mayores;Nº de centros;5;
Guadix;Mujeres;Nº de centros;1;
Guadix;Personas con discapacidad;Nº de centros;6;
Guadix;Personas con enfermedad mental;Nº de centros;1;
Guadix;Personas con adicciones;Nº de centros;-;
Guadix;Personas en situación o riesgo de exclusión social;Nº de centros;2;
Guadix;Personas de etnia gitana;Nº de centros;-;
Guadix;Menores del sistema de protección;Nº de centros;-;
Guadix;TOTAL;Nº de centros;16;
Gualchos;Población general;Nº de centros;-;
Gualchos;Personas mayores;Nº de centros;2;
Gualchos;Mujeres;Nº de centros;-;
Gualchos;Personas con discapacidad;Nº de centros;-;
Gualchos;Personas con enfermedad mental;Nº de centros;-;
Gualchos;Personas con adicciones;Nº de centros;-;
Gualchos;Personas en situación o riesgo de exclusión social;Nº de centros;-;
Gualchos;Personas de etnia gitana;Nº de centros;-;
Gualchos;Menores del sistema de protección;Nº de centros;-;
Gualchos;TOTAL;Nº de centros;2;
Güéjar Sierra;Población general;Nº de centros;-;
Güéjar Sierra;Personas mayores;Nº de centros;1;
Güéjar Sierra;Mujeres;Nº de centros;-;
Güéjar Sierra;Personas con discapacidad;Nº de centros;-;
Güéjar Sierra;Personas con enfermedad mental;Nº de centros;-;
Güéjar Sierra;Personas con adicciones;Nº de centros;-;
Güéjar Sierra;Personas en situación o riesgo de exclusión social;Nº de centros;-;
Güéjar Sierra;Personas de etnia gitana;Nº de centros;-;
Güéjar Sierra;Menores del sistema de protección;Nº de centros;-;
Güéjar Sierra;TOTAL;Nº de centros;1;
Huéneja;Población general;Nº de centros;-;
Huéneja;Personas mayores;Nº de centros;1;
Huéneja;Mujeres;Nº de centros;-;
Huéneja;Personas con discapacidad;Nº de centros;-;
Huéneja;Personas con enfermedad mental;Nº de centros;-;
Huéneja;Personas con adicciones;Nº de centros;-;
Huéneja;Personas en situación o riesgo de exclusión social;Nº de centros;-;
Huéneja;Personas de etnia gitana;Nº de centros;-;
Huéneja;Menores del sistema de protección;Nº de centros;-;
Huéneja;TOTAL;Nº de centros;1;
Huéscar;Población general;Nº de centros;1;
Huéscar;Personas mayores;Nº de centros;4;
Huéscar;Mujeres;Nº de centros;1;
Huéscar;Personas con discapacidad;Nº de centros;2;
Huéscar;Personas con enfermedad mental;Nº de centros;-;
Huéscar;Personas con adicciones;Nº de centros;-;
Huéscar;Personas en situación o riesgo de exclusión social;Nº de centros;-;
Huéscar;Personas de etnia gitana;Nº de centros;-;
Huéscar;Menores del sistema de protección;Nº de centros;-;
Huéscar;TOTAL;Nº de centros;8;
Huétor de Santillán;Población general;Nº de centros;-;
Huétor de Santillán;Personas mayores;Nº de centros;-;
Huétor de Santillán;Mujeres;Nº de centros;-;
Huétor de Santillán;Personas con discapacidad;Nº de centros;-;
Huétor de Santillán;Personas con enfermedad mental;Nº de centros;1;
Huétor de Santillán;Personas con adicciones;Nº de centros;-;
Huétor de Santillán;Personas en situación o riesgo de exclusión social;Nº de centros;-;
Huétor de Santillán;Personas de etnia gitana;Nº de centros;-;
Huétor de Santillán;Menores del sistema de protección;Nº de centros;-;
Huétor de Santillán;TOTAL;Nº de centros;1;
Huétor Tájar;Población general;Nº de centros;1;
Huétor Tájar;Personas mayores;Nº de centros;3;
Huétor Tájar;Mujeres;Nº de centros;-;
Huétor Tájar;Personas con discapacidad;Nº de centros;1;
Huétor Tájar;Personas con enfermedad mental;Nº de centros;-;
Huétor Tájar;Personas con adicciones;Nº de centros;-;
Huétor Tájar;Personas en situación o riesgo de exclusión social;Nº de centros;-;
Huétor Tájar;Personas de etnia gitana;Nº de centros;-;
Huétor Tájar;Menores del sistema de protección;Nº de centros;-;
Huétor Tájar;TOTAL;Nº de centros;5;
Huétor Vega;Población general;Nº de centros;1;
Huétor Vega;Personas mayores;Nº de centros;2;
Huétor Vega;Mujeres;Nº de centros;1;
Huétor Vega;Personas con discapacidad;Nº de centros;-;
Huétor Vega;Personas con enfermedad mental;Nº de centros;-;
Huétor Vega;Personas con adicciones;Nº de centros;-;
Huétor Vega;Personas en situación o riesgo de exclusión social;Nº de centros;-;
Huétor Vega;Personas de etnia gitana;Nº de centros;-;
Huétor Vega;Menores del sistema de protección;Nº de centros;-;
Huétor Vega;TOTAL;Nº de centros;4;
Íllora;Población general;Nº de centros;-;
Íllora;Personas mayores;Nº de centros;1;
Íllora;Mujeres;Nº de centros;1;
Íllora;Personas con discapacidad;Nº de centros;-;
Íllora;Personas con enfermedad mental;Nº de centros;-;
Íllora;Personas con adicciones;Nº de centros;-;
Íllora;Personas en situación o riesgo de exclusión social;Nº de centros;-;
Íllora;Personas de etnia gitana;Nº de centros;-;
Íllora;Menores del sistema de protección;Nº de centros;-;
Íllora;TOTAL;Nº de centros;2;
Iznalloz;Población general;Nº de centros;1;
Iznalloz;Personas mayores;Nº de centros;3;
Iznalloz;Mujeres;Nº de centros;-;
Iznalloz;Personas con discapacidad;Nº de centros;-;
Iznalloz;Personas con enfermedad mental;Nº de centros;-;
Iznalloz;Personas con adicciones;Nº de centros;1;
Iznalloz;Personas en situación o riesgo de exclusión social;Nº de centros;-;
Iznalloz;Personas de etnia gitana;Nº de centros;-;
Iznalloz;Menores del sistema de protección;Nº de centros;-;
Iznalloz;TOTAL;Nº de centros;5;
La Malahá;Población general;Nº de centros;-;
La Malahá;Personas mayores;Nº de centros;1;
La Malahá;Mujeres;Nº de centros;-;
La Malahá;Personas con discapacidad;Nº de centros;-;
La Malahá;Personas con enfermedad mental;Nº de centros;-;
La Malahá;Personas con adicciones;Nº de centros;-;
La Malahá;Personas en situación o riesgo de exclusión social;Nº de centros;-;
La Malahá;Personas de etnia gitana;Nº de centros;-;
La Malahá;Menores del sistema de protección;Nº de centros;-;
La Malahá;TOTAL;Nº de centros;1;
La Zubia;Población general;Nº de centros;-;
La Zubia;Personas mayores;Nº de centros;5;
La Zubia;Mujeres;Nº de centros;-;
La Zubia;Personas con discapacidad;Nº de centros;8;
La Zubia;Personas con enfermedad mental;Nº de centros;-;
La Zubia;Personas con adicciones;Nº de centros;-;
La Zubia;Personas en situación o riesgo de exclusión social;Nº de centros;-;
La Zubia;Personas de etnia gitana;Nº de centros;-;
