Territorio;Edad;Sexo;Medida;Valor;
Lújar;TOTAL;Mujeres;Población;228;
Lújar;TOTAL;Ambos sexos;Población;493;
Maracena;De 0 a 15 años;Hombres;Población;1850;
Maracena;De 0 a 15 años;Mujeres;Población;1722;
Maracena;De 0 a 15 años;Ambos sexos;Población;3572;
Maracena;De 16 a 64 años;Hombres;Población;7469;
Maracena;De 16 a 64 años;Mujeres;Población;7812;
Maracena;De 16 a 64 años;Ambos sexos;Población;15281;
Maracena;De 65 y más años;Hombres;Población;1561;
Maracena;De 65 y más años;Mujeres;Población;1956;
Maracena;De 65 y más años;Ambos sexos;Población;3517;
Maracena;TOTAL;Hombres;Población;10880;
Maracena;TOTAL;Mujeres;Población;11490;
Maracena;TOTAL;Ambos sexos;Población;22370;
Marchal;De 0 a 15 años;Hombres;Población;36;
Marchal;De 0 a 15 años;Mujeres;Población;51;
Marchal;De 0 a 15 años;Ambos sexos;Población;87;
Marchal;De 16 a 64 años;Hombres;Población;116;
Marchal;De 16 a 64 años;Mujeres;Población;136;
Marchal;De 16 a 64 años;Ambos sexos;Población;252;
Marchal;De 65 y más años;Hombres;Población;44;
Marchal;De 65 y más años;Mujeres;Población;47;
Marchal;De 65 y más años;Ambos sexos;Población;91;
Marchal;TOTAL;Hombres;Población;196;
Marchal;TOTAL;Mujeres;Población;234;
Marchal;TOTAL;Ambos sexos;Población;430;
Moclín;De 0 a 15 años;Hombres;Población;180;
Moclín;De 0 a 15 años;Mujeres;Población;177;
Moclín;De 0 a 15 años;Ambos sexos;Población;357;
Moclín;De 16 a 64 años;Hombres;Población;1161;
Moclín;De 16 a 64 años;Mujeres;Población;1095;
Moclín;De 16 a 64 años;Ambos sexos;Población;2256;
Moclín;De 65 y más años;Hombres;Población;433;
Moclín;De 65 y más años;Mujeres;Población;492;
Moclín;De 65 y más años;Ambos sexos;Población;925;
Moclín;TOTAL;Hombres;Población;1774;
Moclín;TOTAL;Mujeres;Población;1764;
Moclín;TOTAL;Ambos sexos;Población;3538;
Molvízar;De 0 a 15 años;Hombres;Población;203;
Molvízar;De 0 a 15 años;Mujeres;Población;189;
Molvízar;De 0 a 15 años;Ambos sexos;Población;392;
Molvízar;De 16 a 64 años;Hombres;Población;963;
Molvízar;De 16 a 64 años;Mujeres;Población;824;
Molvízar;De 16 a 64 años;Ambos sexos;Población;1787;
Molvízar;De 65 y más años;Hombres;Población;270;
Molvízar;De 65 y más años;Mujeres;Población;319;
Molvízar;De 65 y más años;Ambos sexos;Población;589;
Molvízar;TOTAL;Hombres;Población;1436;
Molvízar;TOTAL;Mujeres;Población;1332;
Molvízar;TOTAL;Ambos sexos;Población;2768;
Monachil;De 0 a 15 años;Hombres;Población;655;
Monachil;De 0 a 15 años;Mujeres;Población;618;
Monachil;De 0 a 15 años;Ambos sexos;Población;1273;
Monachil;De 16 a 64 años;Hombres;Población;3065;
Monachil;De 16 a 64 años;Mujeres;Población;2943;
Monachil;De 16 a 64 años;Ambos sexos;Población;6008;
Monachil;De 65 y más años;Hombres;Población;631;
Monachil;De 65 y más años;Mujeres;Población;679;
Monachil;De 65 y más años;Ambos sexos;Población;1310;
Monachil;TOTAL;Hombres;Población;4351;
Monachil;TOTAL;Mujeres;Población;4240;
Monachil;TOTAL;Ambos sexos;Población;8591;
Montefrío;De 0 a 15 años;Hombres;Población;332;
Montefrío;De 0 a 15 años;Mujeres;Población;303;
Montefrío;De 0 a 15 años;Ambos sexos;Población;635;
Montefrío;De 16 a 64 años;Hombres;Población;1833;
Montefrío;De 16 a 64 años;Mujeres;Población;1511;
Montefrío;De 16 a 64 años;Ambos sexos;Población;3344;
Montefrío;De 65 y más años;Hombres;Población;587;
Montefrío;De 65 y más años;Mujeres;Población;716;
Montefrío;De 65 y más años;Ambos sexos;Población;1303;
Montefrío;TOTAL;Hombres;Población;2752;
Montefrío;TOTAL;Mujeres;Población;2530;
Montefrío;TOTAL;Ambos sexos;Población;5282;
Montejícar;De 0 a 15 años;Hombres;Población;142;
Montejícar;De 0 a 15 años;Mujeres;Población;135;
Montejícar;De 0 a 15 años;Ambos sexos;Población;277;
Montejícar;De 16 a 64 años;Hombres;Población;679;
Montejícar;De 16 a 64 años;Mujeres;Población;620;
Montejícar;De 16 a 64 años;Ambos sexos;Población;1299;
Montejícar;De 65 y más años;Hombres;Población;222;
Montejícar;De 65 y más años;Mujeres;Población;232;
Montejícar;De 65 y más años;Ambos sexos;Población;454;
Montejícar;TOTAL;Hombres;Población;1043;
Montejícar;TOTAL;Mujeres;Población;987;
Montejícar;TOTAL;Ambos sexos;Población;2030;
Montillana;De 0 a 15 años;Hombres;Población;36;
Montillana;De 0 a 15 años;Mujeres;Población;46;
Montillana;De 0 a 15 años;Ambos sexos;Población;82;
Montillana;De 16 a 64 años;Hombres;Población;405;
Montillana;De 16 a 64 años;Mujeres;Población;308;
Montillana;De 16 a 64 años;Ambos sexos;Población;713;
Montillana;De 65 y más años;Hombres;Población;125;
Montillana;De 65 y más años;Mujeres;Población;138;
Montillana;De 65 y más años;Ambos sexos;Población;263;
Montillana;TOTAL;Hombres;Población;566;
Montillana;TOTAL;Mujeres;Población;492;
Montillana;TOTAL;Ambos sexos;Población;1058;
Moraleda de Zafayona;De 0 a 15 años;Hombres;Población;228;
Moraleda de Zafayona;De 0 a 15 años;Mujeres;Población;200;
Moraleda de Zafayona;De 0 a 15 años;Ambos sexos;Población;428;
Moraleda de Zafayona;De 16 a 64 años;Hombres;Población;1069;
Moraleda de Zafayona;De 16 a 64 años;Mujeres;Población;990;
Moraleda de Zafayona;De 16 a 64 años;Ambos sexos;Población;2059;
Moraleda de Zafayona;De 65 y más años;Hombres;Población;298;
Moraleda de Zafayona;De 65 y más años;Mujeres;Población;355;
Moraleda de Zafayona;De 65 y más años;Ambos sexos;Población;653;
Moraleda de Zafayona;TOTAL;Hombres;Población;1595;
Moraleda de Zafayona;TOTAL;Mujeres;Población;1545;
Moraleda de Zafayona;TOTAL;Ambos sexos;Población;3140;
Morelábor;De 0 a 15 años;Hombres;Población;33;
Morelábor;De 0 a 15 años;Mujeres;Población;36;
Morelábor;De 0 a 15 años;Ambos sexos;Población;69;
Morelábor;De 16 a 64 años;Hombres;Población;199;
Morelábor;De 16 a 64 años;Mujeres;Población;154;
Morelábor;De 16 a 64 años;Ambos sexos;Población;353;
Morelábor;De 65 y más años;Hombres;Población;74;
Morelábor;De 65 y más años;Mujeres;Población;92;
Morelábor;De 65 y más años;Ambos sexos;Población;166;
Morelábor;TOTAL;Hombres;Población;306;
Morelábor;TOTAL;Mujeres;Población;282;
Morelábor;TOTAL;Ambos sexos;Población;588;
Motril;De 0 a 15 años;Hombres;Población;4930;
Motril;De 0 a 15 años;Mujeres;Población;4695;
Motril;De 0 a 15 años;Ambos sexos;Población;9625;
Motril;De 16 a 64 años;Hombres;Población;19974;
Motril;De 16 a 64 años;Mujeres;Población;20045;
Motril;De 16 a 64 años;Ambos sexos;Población;40019;
Motril;De 65 y más años;Hombres;Población;4500;
Motril;De 65 y más años;Mujeres;Población;5723;
Motril;De 65 y más años;Ambos sexos;Población;10223;
Motril;TOTAL;Hombres;Población;29404;
Motril;TOTAL;Mujeres;Población;30463;
Motril;TOTAL;Ambos sexos;Población;59867;
Murtas;De 0 a 15 años;Hombres;Población;16;
Murtas;De 0 a 15 años;Mujeres;Población;16;
Murtas;De 0 a 15 años;Ambos sexos;Población;32;
Murtas;De 16 a 64 años;Hombres;Población;161;
Murtas;De 16 a 64 años;Mujeres;Población;123;
Murtas;De 16 a 64 años;Ambos sexos;Población;284;
Murtas;De 65 y más años;Hombres;Población;69;
Murtas;De 65 y más años;Mujeres;Población;57;
Murtas;De 65 y más años;Ambos sexos;Población;126;
Murtas;TOTAL;Hombres;Población;246;
Murtas;TOTAL;Mujeres;Población;196;
Murtas;TOTAL;Ambos sexos;Población;442;
Nevada;De 0 a 15 años;Hombres;Población;60;
Nevada;De 0 a 15 años;Mujeres;Población;63;
Nevada;De 0 a 15 años;Ambos sexos;Población;123;
Nevada;De 16 a 64 años;Hombres;Población;370;
Nevada;De 16 a 64 años;Mujeres;Población;321;
Nevada;De 16 a 64 años;Ambos sexos;Población;691;
Nevada;De 65 y más años;Hombres;Población;145;
Nevada;De 65 y más años;Mujeres;Población;140;
Nevada;De 65 y más años;Ambos sexos;Población;285;
Nevada;TOTAL;Hombres;Población;575;
Nevada;TOTAL;Mujeres;Población;524;
Nevada;TOTAL;Ambos sexos;Población;1099;
Nigüelas;De 0 a 15 años;Hombres;Población;84;
Nigüelas;De 0 a 15 años;Mujeres;Población;68;
Nigüelas;De 0 a 15 años;Ambos sexos;Población;152;
Nigüelas;De 16 a 64 años;Hombres;Población;406;
Nigüelas;De 16 a 64 años;Mujeres;Población;405;
Nigüelas;De 16 a 64 años;Ambos sexos;Población;811;
Nigüelas;De 65 y más años;Hombres;Población;135;
Nigüelas;De 65 y más años;Mujeres;Población;136;
Nigüelas;De 65 y más años;Ambos sexos;Población;271;
Nigüelas;TOTAL;Hombres;Población;625;
Nigüelas;TOTAL;Mujeres;Población;609;
Nigüelas;TOTAL;Ambos sexos;Población;1234;
Nívar;De 0 a 15 años;Hombres;Población;104;
Nívar;De 0 a 15 años;Mujeres;Población;88;
Nívar;De 0 a 15 años;Ambos sexos;Población;192;
Nívar;De 16 a 64 años;Hombres;Población;367;
Nívar;De 16 a 64 años;Mujeres;Población;350;
Nívar;De 16 a 64 años;Ambos sexos;Población;717;
Nívar;De 65 y más años;Hombres;Población;80;
Nívar;De 65 y más años;Mujeres;Población;80;
Nívar;De 65 y más años;Ambos sexos;Población;160;
Nívar;TOTAL;Hombres;Población;551;
Nívar;TOTAL;Mujeres;Población;518;
Nívar;TOTAL;Ambos sexos;Población;1069;
Ogíjares;De 0 a 15 años;Hombres;Población;1257;
Ogíjares;De 0 a 15 años;Mujeres;Población;1185;
Ogíjares;De 0 a 15 años;Ambos sexos;Población;2442;
Ogíjares;De 16 a 64 años;Hombres;Población;5077;
Ogíjares;De 16 a 64 años;Mujeres;Población;5144;
Ogíjares;De 16 a 64 años;Ambos sexos;Población;10221;
Ogíjares;De 65 y más años;Hombres;Población;1143;
Ogíjares;De 65 y más años;Mujeres;Población;1241;
Ogíjares;De 65 y más años;Ambos sexos;Población;2384;
Ogíjares;TOTAL;Hombres;Población;7477;
Ogíjares;TOTAL;Mujeres;Población;7570;
Ogíjares;TOTAL;Ambos sexos;Población;15047;
Orce;De 0 a 15 años;Hombres;Población;70;
Orce;De 0 a 15 años;Mujeres;Población;63;
Orce;De 0 a 15 años;Ambos sexos;Población;133;
Orce;De 16 a 64 años;Hombres;Población;374;
Orce;De 16 a 64 años;Mujeres;Población;364;
Orce;De 16 a 64 años;Ambos sexos;Población;738;
Orce;De 65 y más años;Hombres;Población;116;
Orce;De 65 y más años;Mujeres;Población;159;
Orce;De 65 y más años;Ambos sexos;Población;275;
Orce;TOTAL;Hombres;Población;560;
Orce;TOTAL;Mujeres;Población;586;
Orce;TOTAL;Ambos sexos;Población;1146;
Órgiva;De 0 a 15 años;Hombres;Población;371;
Órgiva;De 0 a 15 años;Mujeres;Población;371;
Órgiva;De 0 a 15 años;Ambos sexos;Población;742;
Órgiva;De 16 a 64 años;Hombres;Población;1855;
Órgiva;De 16 a 64 años;Mujeres;Población;1867;
Órgiva;De 16 a 64 años;Ambos sexos;Población;3722;
Órgiva;De 65 y más años;Hombres;Población;612;
Órgiva;De 65 y más años;Mujeres;Población;671;
Órgiva;De 65 y más años;Ambos sexos;Población;1283;
Órgiva;TOTAL;Hombres;Población;2838;
Órgiva;TOTAL;Mujeres;Población;2909;
Órgiva;TOTAL;Ambos sexos;Población;5747;
Otívar;De 0 a 15 años;Hombres;Población;66;
Otívar;De 0 a 15 años;Mujeres;Población;54;
Otívar;De 0 a 15 años;Ambos sexos;Población;120;
Otívar;De 16 a 64 años;Hombres;Población;372;
Otívar;De 16 a 64 años;Mujeres;Población;335;
Otívar;De 16 a 64 años;Ambos sexos;Población;707;
Otívar;De 65 y más años;Hombres;Población;103;
Otívar;De 65 y más años;Mujeres;Población;119;
Otívar;De 65 y más años;Ambos sexos;Población;222;
Otívar;TOTAL;Hombres;Población;541;
Otívar;TOTAL;Mujeres;Población;508;
Otívar;TOTAL;Ambos sexos;Población;1049;
Padul;De 0 a 15 años;Hombres;Población;778;
Padul;De 0 a 15 años;Mujeres;Población;716;
Padul;De 0 a 15 años;Ambos sexos;Población;1494;
Padul;De 16 a 64 años;Hombres;Población;3221;
Padul;De 16 a 64 años;Mujeres;Población;3149;
Padul;De 16 a 64 años;Ambos sexos;Población;6370;
Padul;De 65 y más años;Hombres;Población;777;
Padul;De 65 y más años;Mujeres;Población;895;
Padul;De 65 y más años;Ambos sexos;Población;1672;
Padul;TOTAL;Hombres;Población;4776;
Padul;TOTAL;Mujeres;Población;4760;
Padul;TOTAL;Ambos sexos;Población;9536;
Pampaneira;De 0 a 15 años;Hombres;Población;16;
Pampaneira;De 0 a 15 años;Mujeres;Población;23;
Pampaneira;De 0 a 15 años;Ambos sexos;Población;39;
Pampaneira;De 16 a 64 años;Hombres;Población;113;
Pampaneira;De 16 a 64 años;Mujeres;Población;96;
Pampaneira;De 16 a 64 años;Ambos sexos;Población;209;
Pampaneira;De 65 y más años;Hombres;Población;33;
Pampaneira;De 65 y más años;Mujeres;Población;35;
Pampaneira;De 65 y más años;Ambos sexos;Población;68;
Pampaneira;TOTAL;Hombres;Población;162;
Pampaneira;TOTAL;Mujeres;Población;154;
Pampaneira;TOTAL;Ambos sexos;Población;316;
Pedro Martínez;De 0 a 15 años;Hombres;Población;84;
Pedro Martínez;De 0 a 15 años;Mujeres;Población;104;
Pedro Martínez;De 0 a 15 años;Ambos sexos;Población;188;
Pedro Martínez;De 16 a 64 años;Hombres;Población;355;
Pedro Martínez;De 16 a 64 años;Mujeres;Población;313;
Pedro Martínez;De 16 a 64 años;Ambos sexos;Población;668;
Pedro Martínez;De 65 y más años;Hombres;Población;132;
Pedro Martínez;De 65 y más años;Mujeres;Población;158;
Pedro Martínez;De 65 y más años;Ambos sexos;Población;290;
Pedro Martínez;TOTAL;Hombres;Población;571;
Pedro Martínez;TOTAL;Mujeres;Población;575;
Pedro Martínez;TOTAL;Ambos sexos;Población;1146;
Peligros;De 0 a 15 años;Hombres;Población;1027;
Peligros;De 0 a 15 años;Mujeres;Población;936;
Peligros;De 0 a 15 años;Ambos sexos;Población;1963;
Peligros;De 16 a 64 años;Hombres;Población;3891;
Peligros;De 16 a 64 años;Mujeres;Población;4000;
Peligros;De 16 a 64 años;Ambos sexos;Población;7891;
Peligros;De 65 y más años;Hombres;Población;852;
Peligros;De 65 y más años;Mujeres;Población;955;
Peligros;De 65 y más años;Ambos sexos;Población;1807;
Peligros;TOTAL;Hombres;Población;5770;
Peligros;TOTAL;Mujeres;Población;5891;
Peligros;TOTAL;Ambos sexos;Población;11661;
Pinos Genil;De 0 a 15 años;Hombres;Población;128;
Pinos Genil;De 0 a 15 años;Mujeres;Población;140;
Pinos Genil;De 0 a 15 años;Ambos sexos;Población;268;
Pinos Genil;De 16 a 64 años;Hombres;Población;571;
Pinos Genil;De 16 a 64 años;Mujeres;Población;535;
Pinos Genil;De 16 a 64 años;Ambos sexos;Población;1106;
Pinos Genil;De 65 y más años;Hombres;Población;139;
Pinos Genil;De 65 y más años;Mujeres;Población;130;
Pinos Genil;De 65 y más años;Ambos sexos;Población;269;
Pinos Genil;TOTAL;Hombres;Población;838;
Pinos Genil;TOTAL;Mujeres;Población;805;
Pinos Genil;TOTAL;Ambos sexos;Población;1643;
Pinos Puente;De 0 a 15 años;Hombres;Población;808;
Pinos Puente;De 0 a 15 años;Mujeres;Población;801;
Pinos Puente;De 0 a 15 años;Ambos sexos;Población;1609;
Pinos Puente;De 16 a 64 años;Hombres;Población;3163;
Pinos Puente;De 16 a 64 años;Mujeres;Población;3019;
Pinos Puente;De 16 a 64 años;Ambos sexos;Población;6182;
Pinos Puente;De 65 y más años;Hombres;Población;869;
Pinos Puente;De 65 y más años;Mujeres;Población;1062;
Pinos Puente;De 65 y más años;Ambos sexos;Población;1931;
Pinos Puente;TOTAL;Hombres;Población;4840;
Pinos Puente;TOTAL;Mujeres;Población;4882;
Pinos Puente;TOTAL;Ambos sexos;Población;9722;
Píñar;De 0 a 15 años;Hombres;Población;53;
Píñar;De 0 a 15 años;Mujeres;Población;47;
Píñar;De 0 a 15 años;Ambos sexos;Población;100;
Píñar;De 16 a 64 años;Hombres;Población;409;
Píñar;De 16 a 64 años;Mujeres;Población;322;
Píñar;De 16 a 64 años;Ambos sexos;Población;731;
Píñar;De 65 y más años;Hombres;Población;122;
Píñar;De 65 y más años;Mujeres;Población;123;
Píñar;De 65 y más años;Ambos sexos;Población;245;
Píñar;TOTAL;Hombres;Población;584;
Píñar;TOTAL;Mujeres;Población;492;
Píñar;TOTAL;Ambos sexos;Población;1076;
Polícar;De 0 a 15 años;Hombres;Población;15;
Polícar;De 0 a 15 años;Mujeres;Población;9;
Polícar;De 0 a 15 años;Ambos sexos;Población;24;
Polícar;De 16 a 64 años;Hombres;Población;87;
Polícar;De 16 a 64 años;Mujeres;Población;81;
Polícar;De 16 a 64 años;Ambos sexos;Población;168;
Polícar;De 65 y más años;Hombres;Población;40;
Polícar;De 65 y más años;Mujeres;Población;34;
Polícar;De 65 y más años;Ambos sexos;Población;74;
Polícar;TOTAL;Hombres;Población;142;
Polícar;TOTAL;Mujeres;Población;124;
Polícar;TOTAL;Ambos sexos;Población;266;
Polopos;De 0 a 15 años;Hombres;Población;112;
Polopos;De 0 a 15 años;Mujeres;Población;104;
Polopos;De 0 a 15 años;Ambos sexos;Población;216;
Polopos;De 16 a 64 años;Hombres;Población;662;
Polopos;De 16 a 64 años;Mujeres;Población;499;
Polopos;De 16 a 64 años;Ambos sexos;Población;1161;
Polopos;De 65 y más años;Hombres;Población;142;
Polopos;De 65 y más años;Mujeres;Población;152;
Polopos;De 65 y más años;Ambos sexos;Población;294;
Polopos;TOTAL;Hombres;Población;916;
Polopos;TOTAL;Mujeres;Población;755;
Polopos;TOTAL;Ambos sexos;Población;1671;
Pórtugos;De 0 a 15 años;Hombres;Población;19;
Pórtugos;De 0 a 15 años;Mujeres;Población;22;
Pórtugos;De 0 a 15 años;Ambos sexos;Población;41;
Pórtugos;De 16 a 64 años;Hombres;Población;130;
Pórtugos;De 16 a 64 años;Mujeres;Población;125;
Pórtugos;De 16 a 64 años;Ambos sexos;Población;255;
Pórtugos;De 65 y más años;Hombres;Población;46;
Pórtugos;De 65 y más años;Mujeres;Población;46;
Pórtugos;De 65 y más años;Ambos sexos;Población;92;
Pórtugos;TOTAL;Hombres;Población;195;
Pórtugos;TOTAL;Mujeres;Población;193;
Pórtugos;TOTAL;Ambos sexos;Población;388;
Puebla de Don Fadrique;De 0 a 15 años;Hombres;Población;177;
Puebla de Don Fadrique;De 0 a 15 años;Mujeres;Población;160;
Puebla de Don Fadrique;De 0 a 15 años;Ambos sexos;Población;337;
Puebla de Don Fadrique;De 16 a 64 años;Hombres;Población;717;
Puebla de Don Fadrique;De 16 a 64 años;Mujeres;Población;658;
Puebla de Don Fadrique;De 16 a 64 años;Ambos sexos;Población;1375;
Puebla de Don Fadrique;De 65 y más años;Hombres;Población;235;
Puebla de Don Fadrique;De 65 y más años;Mujeres;Población;256;
Puebla de Don Fadrique;De 65 y más años;Ambos sexos;Población;491;
Puebla de Don Fadrique;TOTAL;Hombres;Población;1129;
Puebla de Don Fadrique;TOTAL;Mujeres;Población;1074;
Puebla de Don Fadrique;TOTAL;Ambos sexos;Población;2203;
Pulianas;De 0 a 15 años;Hombres;Población;473;
Pulianas;De 0 a 15 años;Mujeres;Población;442;
Pulianas;De 0 a 15 años;Ambos sexos;Población;915;
Pulianas;De 16 a 64 años;Hombres;Población;1976;
Pulianas;De 16 a 64 años;Mujeres;Población;1949;
Pulianas;De 16 a 64 años;Ambos sexos;Población;3925;
Pulianas;De 65 y más años;Hombres;Población;388;
Pulianas;De 65 y más años;Mujeres;Población;425;
Pulianas;De 65 y más años;Ambos sexos;Población;813;
Pulianas;TOTAL;Hombres;Población;2837;
Pulianas;TOTAL;Mujeres;Población;2816;
Pulianas;TOTAL;Ambos sexos;Población;5653;
Purullena;De 0 a 15 años;Hombres;Población;208;
Purullena;De 0 a 15 años;Mujeres;Población;191;
Purullena;De 0 a 15 años;Ambos sexos;Población;399;
Purullena;De 16 a 64 años;Hombres;Población;792;
Purullena;De 16 a 64 años;Mujeres;Población;731;
Purullena;De 16 a 64 años;Ambos sexos;Población;1523;
Purullena;De 65 y más años;Hombres;Población;198;
Purullena;De 65 y más años;Mujeres;Población;238;
Purullena;De 65 y más años;Ambos sexos;Población;436;
Purullena;TOTAL;Hombres;Población;1198;
Purullena;TOTAL;Mujeres;Población;1160;
Purullena;TOTAL;Ambos sexos;Población;2358;
Quéntar;De 0 a 15 años;Hombres;Población;46;
Quéntar;De 0 a 15 años;Mujeres;Población;57;
Quéntar;De 0 a 15 años;Ambos sexos;Población;103;
Quéntar;De 16 a 64 años;Hombres;Población;338;
