Territorio;Medida;Valor;
Jamilena;Renta media (€/m2 mes);*;
Jamilena;Cuantía media arrendamiento (€/mes);*;
Jamilena;Superficie construida media (m2);*;
Jamilena;Nº de bienes inmuebles;4;
Jódar;Renta media (€/m2 mes);2,676399027;
Jódar;Cuantía media arrendamiento (€/mes);312,5;
Jódar;Superficie construida media (m2);109,5;
Jódar;Nº de bienes inmuebles;14;
La Carolina;Renta media (€/m2 mes);2,981548593;
La Carolina;Cuantía media arrendamiento (€/mes);300;
La Carolina;Superficie construida media (m2);104;
La Carolina;Nº de bienes inmuebles;81;
La Guardia de Jaén;Renta media (€/m2 mes);4,961883147;
La Guardia de Jaén;Cuantía media arrendamiento (€/mes);577,5;
La Guardia de Jaén;Superficie construida media (m2);199,5;
La Guardia de Jaén;Nº de bienes inmuebles;50;
La Iruela;Renta media (€/m2 mes);*;
La Iruela;Cuantía media arrendamiento (€/mes);*;
La Iruela;Superficie construida media (m2);*;
La Iruela;Nº de bienes inmuebles;2;
La Puerta de Segura;Renta media (€/m2 mes);1,649893991;
La Puerta de Segura;Cuantía media arrendamiento (€/mes);265,645123412;
La Puerta de Segura;Superficie construida media (m2);194,5;
La Puerta de Segura;Nº de bienes inmuebles;14;
Lahiguera;Renta media (€/m2 mes);*;
Lahiguera;Cuantía media arrendamiento (€/mes);*;
Lahiguera;Superficie construida media (m2);*;
Lahiguera;Nº de bienes inmuebles;4;
Larva;Renta media (€/m2 mes);*;
Larva;Cuantía media arrendamiento (€/mes);*;
Larva;Superficie construida media (m2);*;
Larva;Nº de bienes inmuebles;1;
Linares;Renta media (€/m2 mes);3,225806452;
Linares;Cuantía media arrendamiento (€/mes);400;
Linares;Superficie construida media (m2);155;
Linares;Nº de bienes inmuebles;139;
Lopera;Renta media (€/m2 mes);*;
Lopera;Cuantía media arrendamiento (€/mes);*;
Lopera;Superficie construida media (m2);*;
Lopera;Nº de bienes inmuebles;8;
Los Villares;Renta media (€/m2 mes);3,706395349;
Los Villares;Cuantía media arrendamiento (€/mes);478,5;
Los Villares;Superficie construida media (m2);192;
Los Villares;Nº de bienes inmuebles;29;
Lupión;Renta media (€/m2 mes);*;
Lupión;Cuantía media arrendamiento (€/mes);*;
Lupión;Superficie construida media (m2);*;
Lupión;Nº de bienes inmuebles;5;
Mancha Real;Renta media (€/m2 mes);3,034524531;
Mancha Real;Cuantía media arrendamiento (€/mes);407,34;
Mancha Real;Superficie construida media (m2);196;
Mancha Real;Nº de bienes inmuebles;28;
Marmolejo;Renta media (€/m2 mes);2,31092437;
Marmolejo;Cuantía media arrendamiento (€/mes);298,636363636;
Marmolejo;Superficie construida media (m2);138;
Marmolejo;Nº de bienes inmuebles;13;
Martos;Renta media (€/m2 mes);3,009259259;
Martos;Cuantía media arrendamiento (€/mes);300;
Martos;Superficie construida media (m2);129;
Martos;Nº de bienes inmuebles;49;
Mengíbar;Renta media (€/m2 mes);2,403846154;
Mengíbar;Cuantía media arrendamiento (€/mes);330;
Mengíbar;Superficie construida media (m2);170;
Mengíbar;Nº de bienes inmuebles;19;
Montizón;Renta media (€/m2 mes);*;
Montizón;Cuantía media arrendamiento (€/mes);*;
Montizón;Superficie construida media (m2);*;
Montizón;Nº de bienes inmuebles;4;
Navas de San Juan;Renta media (€/m2 mes);*;
Navas de San Juan;Cuantía media arrendamiento (€/mes);*;
Navas de San Juan;Superficie construida media (m2);*;
Navas de San Juan;Nº de bienes inmuebles;9;
Noalejo;Renta media (€/m2 mes);*;
Noalejo;Cuantía media arrendamiento (€/mes);*;
Noalejo;Superficie construida media (m2);*;
Noalejo;Nº de bienes inmuebles;1;
Orcera;Renta media (€/m2 mes);*;
Orcera;Cuantía media arrendamiento (€/mes);*;
Orcera;Superficie construida media (m2);*;
Orcera;Nº de bienes inmuebles;4;
Peal de Becerro;Renta media (€/m2 mes);1,869322152;
Peal de Becerro;Cuantía media arrendamiento (€/mes);250;
Peal de Becerro;Superficie construida media (m2);212;
Peal de Becerro;Nº de bienes inmuebles;21;
Pegalajar;Renta media (€/m2 mes);*;
Pegalajar;Cuantía media arrendamiento (€/mes);*;
Pegalajar;Superficie construida media (m2);*;
Pegalajar;Nº de bienes inmuebles;5;
Porcuna;Renta media (€/m2 mes);1,773359764;
Porcuna;Cuantía media arrendamiento (€/mes);280;
Porcuna;Superficie construida media (m2);151;
Porcuna;Nº de bienes inmuebles;13;
Pozo Alcón;Renta media (€/m2 mes);*;
Pozo Alcón;Cuantía media arrendamiento (€/mes);*;
Pozo Alcón;Superficie construida media (m2);*;
Pozo Alcón;Nº de bienes inmuebles;8;
Puente de Génave;Renta media (€/m2 mes);1,069518717;
Puente de Génave;Cuantía media arrendamiento (€/mes);248,734423676;
Puente de Génave;Superficie construida media (m2);185;
Puente de Génave;Nº de bienes inmuebles;11;
Quesada;Renta media (€/m2 mes);2,067035988;
Quesada;Cuantía media arrendamiento (€/mes);249,431818182;
Quesada;Superficie construida media (m2);153,5;
Quesada;Nº de bienes inmuebles;10;
Rus;Renta media (€/m2 mes);*;
Rus;Cuantía media arrendamiento (€/mes);*;
Rus;Superficie construida media (m2);*;
Rus;Nº de bienes inmuebles;5;
Sabiote;Renta media (€/m2 mes);*;
Sabiote;Cuantía media arrendamiento (€/mes);*;
Sabiote;Superficie construida media (m2);*;
Sabiote;Nº de bienes inmuebles;9;
Santa Elena;Renta media (€/m2 mes);*;
Santa Elena;Cuantía media arrendamiento (€/mes);*;
Santa Elena;Superficie construida media (m2);*;
Santa Elena;Nº de bienes inmuebles;8;
Santiago de Calatrava;Renta media (€/m2 mes);*;
Santiago de Calatrava;Cuantía media arrendamiento (€/mes);*;
Santiago de Calatrava;Superficie construida media (m2);*;
Santiago de Calatrava;Nº de bienes inmuebles;2;
Santiago-Pontones;Renta media (€/m2 mes);2,659380692;
Santiago-Pontones;Cuantía media arrendamiento (€/mes);251,793598234;
Santiago-Pontones;Superficie construida media (m2);135;
Santiago-Pontones;Nº de bienes inmuebles;11;
Santisteban del Puerto;Renta media (€/m2 mes);1,938298526;
Santisteban del Puerto;Cuantía media arrendamiento (€/mes);248,980978261;
Santisteban del Puerto;Superficie construida media (m2);152,5;
Santisteban del Puerto;Nº de bienes inmuebles;12;
Santo Tomé;Renta media (€/m2 mes);*;
Santo Tomé;Cuantía media arrendamiento (€/mes);*;
Santo Tomé;Superficie construida media (m2);*;
Santo Tomé;Nº de bienes inmuebles;3;
Segura de la Sierra;Renta media (€/m2 mes);2,792277716;
Segura de la Sierra;Cuantía media arrendamiento (€/mes);262,5;
Segura de la Sierra;Superficie construida media (m2);144,5;
Segura de la Sierra;Nº de bienes inmuebles;14;
Siles;Renta media (€/m2 mes);1,740384615;
Siles;Cuantía media arrendamiento (€/mes);298,481308411;
Siles;Superficie construida media (m2);315;
Siles;Nº de bienes inmuebles;11;
Sorihuela del Guadalimar;Renta media (€/m2 mes);*;
Sorihuela del Guadalimar;Cuantía media arrendamiento (€/mes);*;
Sorihuela del Guadalimar;Superficie construida media (m2);*;
Sorihuela del Guadalimar;Nº de bienes inmuebles;5;
Torreblascopedro;Renta media (€/m2 mes);*;
Torreblascopedro;Cuantía media arrendamiento (€/mes);*;
Torreblascopedro;Superficie construida media (m2);*;
Torreblascopedro;Nº de bienes inmuebles;6;
Torredelcampo;Renta media (€/m2 mes);1,98688743;
Torredelcampo;Cuantía media arrendamiento (€/mes);301,253094923;
Torredelcampo;Superficie construida media (m2);171;
Torredelcampo;Nº de bienes inmuebles;28;
Torredonjimeno;Renta media (€/m2 mes);2,549019608;
Torredonjimeno;Cuantía media arrendamiento (€/mes);366,12654321;
Torredonjimeno;Superficie construida media (m2);139;
Torredonjimeno;Nº de bienes inmuebles;17;
Torreperogil;Renta media (€/m2 mes);2,703412073;
Torreperogil;Cuantía media arrendamiento (€/mes);320,879120879;
Torreperogil;Superficie construida media (m2);147;
Torreperogil;Nº de bienes inmuebles;23;
Torres;Renta media (€/m2 mes);*;
Torres;Cuantía media arrendamiento (€/mes);*;
Torres;Superficie construida media (m2);*;
Torres;Nº de bienes inmuebles;6;
Torres de Albánchez;Renta media (€/m2 mes);*;
Torres de Albánchez;Cuantía media arrendamiento (€/mes);*;
Torres de Albánchez;Superficie construida media (m2);*;
Torres de Albánchez;Nº de bienes inmuebles;1;
Úbeda;Renta media (€/m2 mes);2,644811126;
Úbeda;Cuantía media arrendamiento (€/mes);350;
Úbeda;Superficie construida media (m2);185;
Úbeda;Nº de bienes inmuebles;110;
Valdepeñas de Jaén;Renta media (€/m2 mes);*;
Valdepeñas de Jaén;Cuantía media arrendamiento (€/mes);*;
Valdepeñas de Jaén;Superficie construida media (m2);*;
Valdepeñas de Jaén;Nº de bienes inmuebles;7;
Vilches;Renta media (€/m2 mes);3,17775571;
Vilches;Cuantía media arrendamiento (€/mes);256,25;
Vilches;Superficie construida media (m2);106;
Vilches;Nº de bienes inmuebles;18;
Villacarrillo;Renta media (€/m2 mes);2,494357425;
Villacarrillo;Cuantía media arrendamiento (€/mes);300,494324754;
Villacarrillo;Superficie construida media (m2);154;
Villacarrillo;Nº de bienes inmuebles;14;
Villanueva de la Reina;Renta media (€/m2 mes);2,252252252;
Villanueva de la Reina;Cuantía media arrendamiento (€/mes);300;
Villanueva de la Reina;Superficie construida media (m2);164;
Villanueva de la Reina;Nº de bienes inmuebles;17;
Villanueva del Arzobispo;Renta media (€/m2 mes);1,595744681;
Villanueva del Arzobispo;Cuantía media arrendamiento (€/mes);244,576065891;
Villanueva del Arzobispo;Superficie construida media (m2);202;
Villanueva del Arzobispo;Nº de bienes inmuebles;18;
Villatorres;Renta media (€/m2 mes);2,394329716;
Villatorres;Cuantía media arrendamiento (€/mes);300;
Villatorres;Superficie construida media (m2);152,5;
Villatorres;Nº de bienes inmuebles;14;
Málaga;Renta media (€/m2 mes);6,301460823;
Málaga;Cuantía media arrendamiento (€/mes);650;
Málaga;Superficie construida media (m2);141;
Málaga;Nº de bienes inmuebles;9354;
Alameda;Renta media (€/m2 mes);3,365384615;
Alameda;Cuantía media arrendamiento (€/mes);350;
Alameda;Superficie construida media (m2);107;
Alameda;Nº de bienes inmuebles;13;
Alcaucín;Renta media (€/m2 mes);3,804199532;
Alcaucín;Cuantía media arrendamiento (€/mes);430,525740074;
Alcaucín;Superficie construida media (m2);159,5;
Alcaucín;Nº de bienes inmuebles;48;
Alfarnate;Renta media (€/m2 mes);*;
Alfarnate;Cuantía media arrendamiento (€/mes);*;
Alfarnate;Superficie construida media (m2);*;
Alfarnate;Nº de bienes inmuebles;3;
Algarrobo;Renta media (€/m2 mes);5,921052632;
Algarrobo;Cuantía media arrendamiento (€/mes);500;
Algarrobo;Superficie construida media (m2);136;
Algarrobo;Nº de bienes inmuebles;33;
Algatocín;Renta media (€/m2 mes);*;
Algatocín;Cuantía media arrendamiento (€/mes);*;
Algatocín;Superficie construida media (m2);*;
Algatocín;Nº de bienes inmuebles;3;
Alhaurín de la Torre;Renta media (€/m2 mes);6,962025316;
Alhaurín de la Torre;Cuantía media arrendamiento (€/mes);800;
Alhaurín de la Torre;Superficie construida media (m2);169;
Alhaurín de la Torre;Nº de bienes inmuebles;467;
Alhaurín el Grande;Renta media (€/m2 mes);5,85549054;
Alhaurín el Grande;Cuantía media arrendamiento (€/mes);700;
Alhaurín el Grande;Superficie construida media (m2);177,5;
Alhaurín el Grande;Nº de bienes inmuebles;252;
Almáchar;Renta media (€/m2 mes);2,930426557;
Almáchar;Cuantía media arrendamiento (€/mes);301,167168675;
Almáchar;Superficie construida media (m2);147,5;
Almáchar;Nº de bienes inmuebles;12;
Almargen;Renta media (€/m2 mes);*;
Almargen;Cuantía media arrendamiento (€/mes);*;
Almargen;Superficie construida media (m2);*;
Almargen;Nº de bienes inmuebles;6;
Almogía;Renta media (€/m2 mes);6,052516126;
Almogía;Cuantía media arrendamiento (€/mes);525,155119048;
Almogía;Superficie construida media (m2);123,5;
Almogía;Nº de bienes inmuebles;30;
Álora;Renta media (€/m2 mes);3,678194444;
Álora;Cuantía media arrendamiento (€/mes);404,498333333;
Álora;Superficie construida media (m2);165,5;
Álora;Nº de bienes inmuebles;70;
Alozaina;Renta media (€/m2 mes);3,318965517;
Alozaina;Cuantía media arrendamiento (€/mes);420;
Alozaina;Superficie construida media (m2);147;
Alozaina;Nº de bienes inmuebles;15;
Antequera;Renta media (€/m2 mes);3,992306282;
Antequera;Cuantía media arrendamiento (€/mes);436,06557377;
Antequera;Superficie construida media (m2);140;
Antequera;Nº de bienes inmuebles;204;
Árchez;Renta media (€/m2 mes);*;
Árchez;Cuantía media arrendamiento (€/mes);*;
Árchez;Superficie construida media (m2);*;
Árchez;Nº de bienes inmuebles;6;
Archidona;Renta media (€/m2 mes);2,941176471;
Archidona;Cuantía media arrendamiento (€/mes);345,833333333;
Archidona;Superficie construida media (m2);169;
Archidona;Nº de bienes inmuebles;35;
Ardales;Renta media (€/m2 mes);3,423942977;
Ardales;Cuantía media arrendamiento (€/mes);468,708333333;
Ardales;Superficie construida media (m2);185;
Ardales;Nº de bienes inmuebles;22;
Arenas;Renta media (€/m2 mes);3,3175879;
Arenas;Cuantía media arrendamiento (€/mes);497,727272727;
Arenas;Superficie construida media (m2);176;
Arenas;Nº de bienes inmuebles;13;
Arriate;Renta media (€/m2 mes);3,174603175;
Arriate;Cuantía media arrendamiento (€/mes);399,502487562;
Arriate;Superficie construida media (m2);140;
Arriate;Nº de bienes inmuebles;39;
Atajate;Renta media (€/m2 mes);*;
Atajate;Cuantía media arrendamiento (€/mes);*;
Atajate;Superficie construida media (m2);*;
Atajate;Nº de bienes inmuebles;7;
Benahavís;Renta media (€/m2 mes);8,836764706;
Benahavís;Cuantía media arrendamiento (€/mes);1220,958011583;
Benahavís;Superficie construida media (m2);181,5;
Benahavís;Nº de bienes inmuebles;28;
Benalmádena;Renta media (€/m2 mes);8,338827533;
Benalmádena;Cuantía media arrendamiento (€/mes);831,25;
Benalmádena;Superficie construida media (m2);127;
Benalmádena;Nº de bienes inmuebles;438;
Benamargosa;Renta media (€/m2 mes);*;
Benamargosa;Cuantía media arrendamiento (€/mes);*;
Benamargosa;Superficie construida media (m2);*;
Benamargosa;Nº de bienes inmuebles;6;
Benamocarra;Renta media (€/m2 mes);3,488372093;
Benamocarra;Cuantía media arrendamiento (€/mes);350;
Benamocarra;Superficie construida media (m2);112;
Benamocarra;Nº de bienes inmuebles;11;
Benaoján;Renta media (€/m2 mes);*;
Benaoján;Cuantía media arrendamiento (€/mes);*;
Benaoján;Superficie construida media (m2);*;
Benaoján;Nº de bienes inmuebles;6;
Benarrabá;Renta media (€/m2 mes);*;
Benarrabá;Cuantía media arrendamiento (€/mes);*;
Benarrabá;Superficie construida media (m2);*;
Benarrabá;Nº de bienes inmuebles;5;
Campillos;Renta media (€/m2 mes);2,536231884;
Campillos;Cuantía media arrendamiento (€/mes);352,867786779;
Campillos;Superficie construida media (m2);158;
Campillos;Nº de bienes inmuebles;37;
Canillas de Aceituno;Renta media (€/m2 mes);4,806991652;
Canillas de Aceituno;Cuantía media arrendamiento (€/mes);537,5;
Canillas de Aceituno;Superficie construida media (m2);147;
Canillas de Aceituno;Nº de bienes inmuebles;16;
Canillas de Albaida;Renta media (€/m2 mes);*;
Canillas de Albaida;Cuantía media arrendamiento (€/mes);*;
Canillas de Albaida;Superficie construida media (m2);*;
Canillas de Albaida;Nº de bienes inmuebles;6;
Cañete la Real;Renta media (€/m2 mes);*;
Cañete la Real;Cuantía media arrendamiento (€/mes);*;
Cañete la Real;Superficie construida media (m2);*;
Cañete la Real;Nº de bienes inmuebles;3;
Carratraca;Renta media (€/m2 mes);*;
Carratraca;Cuantía media arrendamiento (€/mes);*;
Carratraca;Superficie construida media (m2);*;
Carratraca;Nº de bienes inmuebles;3;
Cartajima;Renta media (€/m2 mes);*;
Cartajima;Cuantía media arrendamiento (€/mes);*;
Cartajima;Superficie construida media (m2);*;
Cartajima;Nº de bienes inmuebles;1;
Cártama;Renta media (€/m2 mes);5,570268362;
Cártama;Cuantía media arrendamiento (€/mes);600;
Cártama;Superficie construida media (m2);137;
Cártama;Nº de bienes inmuebles;231;
Casabermeja;Renta media (€/m2 mes);3,826252723;
Casabermeja;Cuantía media arrendamiento (€/mes);450;
Casabermeja;Superficie construida media (m2);188;
Casabermeja;Nº de bienes inmuebles;41;
Casarabonela;Renta media (€/m2 mes);4,106457597;
Casarabonela;Cuantía media arrendamiento (€/mes);400;
Casarabonela;Superficie construida media (m2);131;
Casarabonela;Nº de bienes inmuebles;15;
Casares;Renta media (€/m2 mes);5,620414366;
Casares;Cuantía media arrendamiento (€/mes);725;
Casares;Superficie construida media (m2);148,5;
Casares;Nº de bienes inmuebles;38;
Coín;Renta media (€/m2 mes);5,272619197;
Coín;Cuantía media arrendamiento (€/mes);560;
Coín;Superficie construida media (m2);140;
Coín;Nº de bienes inmuebles;197;
Colmenar;Renta media (€/m2 mes);2,508676648;
Colmenar;Cuantía media arrendamiento (€/mes);450;
Colmenar;Superficie construida media (m2);214,5;
Colmenar;Nº de bienes inmuebles;46;
Comares;Renta media (€/m2 mes);3,671328671;
Comares;Cuantía media arrendamiento (€/mes);500;
Comares;Superficie construida media (m2);151;
Comares;Nº de bienes inmuebles;17;
Cómpeta;Renta media (€/m2 mes);4,154348362;
Cómpeta;Cuantía media arrendamiento (€/mes);539,67039801;
Cómpeta;Superficie construida media (m2);144;
Cómpeta;Nº de bienes inmuebles;34;
Cortes de la Frontera;Renta media (€/m2 mes);1,594636525;
Cortes de la Frontera;Cuantía media arrendamiento (€/mes);256,083333333;
Cortes de la Frontera;Superficie construida media (m2);170,5;
Cortes de la Frontera;Nº de bienes inmuebles;18;
Cuevas Bajas;Renta media (€/m2 mes);*;
Cuevas Bajas;Cuantía media arrendamiento (€/mes);*;
Cuevas Bajas;Superficie construida media (m2);*;
Cuevas Bajas;Nº de bienes inmuebles;3;
Cuevas de San Marcos;Renta media (€/m2 mes);2,525102783;
Cuevas de San Marcos;Cuantía media arrendamiento (€/mes);300;
Cuevas de San Marcos;Superficie construida media (m2);136;
Cuevas de San Marcos;Nº de bienes inmuebles;13;
