Territorio;Sexo;Medida;Valor;
Núcleo La Belleza;Mujeres;Población;35;
Núcleo San Antonio;Ambos sexos;Población;434;
Núcleo San Antonio;Hombres;Población;229;
Núcleo San Antonio;Mujeres;Población;205;
Diseminado de Camino Viejo de Rota;Ambos sexos;Población;2195;
Diseminado de Camino Viejo de Rota;Hombres;Población;1089;
Diseminado de Camino Viejo de Rota;Mujeres;Población;1106;
E. singular Campiña-Serrano;Ambos sexos;Población;9342;
E. singular Campiña-Serrano;Hombres;Población;4671;
E. singular Campiña-Serrano;Mujeres;Población;4671;
Núcleo La Caridad;Ambos sexos;Población;630;
Núcleo La Caridad;Hombres;Población;299;
Núcleo La Caridad;Mujeres;Población;331;
Núcleo Puerto Bajo;Ambos sexos;Población;927;
Núcleo Puerto Bajo;Hombres;Población;469;
Núcleo Puerto Bajo;Mujeres;Población;458;
Núcleo Rompeserones;Ambos sexos;Población;247;
Núcleo Rompeserones;Hombres;Población;116;
Núcleo Rompeserones;Mujeres;Población;131;
Núcleo Serones;Ambos sexos;Población;119;
Núcleo Serones;Hombres;Población;63;
Núcleo Serones;Mujeres;Población;56;
Núcleo Vallealto;Ambos sexos;Población;3329;
Núcleo Vallealto;Hombres;Población;1628;
Núcleo Vallealto;Mujeres;Población;1701;
Diseminado de Campiña-Serrano;Ambos sexos;Población;4090;
Diseminado de Campiña-Serrano;Hombres;Población;2096;
Diseminado de Campiña-Serrano;Mujeres;Población;1994;
E. singular Costa Oeste;Ambos sexos;Población;12798;
E. singular Costa Oeste;Hombres;Población;6320;
E. singular Costa Oeste;Mujeres;Población;6478;
Núcleo Costa Oeste;Ambos sexos;Población;12798;
Núcleo Costa Oeste;Hombres;Población;6320;
Núcleo Costa Oeste;Mujeres;Población;6478;
E. singular El Juncal;Ambos sexos;Población;10932;
E. singular El Juncal;Hombres;Población;5399;
E. singular El Juncal;Mujeres;Población;5533;
Núcleo El Juncal;Ambos sexos;Población;3209;
Núcleo El Juncal;Hombres;Población;1585;
Núcleo El Juncal;Mujeres;Población;1624;
Núcleo Los Frailes;Ambos sexos;Población;2268;
Núcleo Los Frailes;Hombres;Población;1127;
Núcleo Los Frailes;Mujeres;Población;1141;
Núcleo Sudamérica;Ambos sexos;Población;5169;
Núcleo Sudamérica;Hombres;Población;2547;
Núcleo Sudamérica;Mujeres;Población;2622;
Diseminado de El Juncal;Ambos sexos;Población;286;
Diseminado de El Juncal;Hombres;Población;140;
Diseminado de El Juncal;Mujeres;Población;146;
E. singular El Puerto de Santa María;Ambos sexos;Población;42383;
E. singular El Puerto de Santa María;Hombres;Población;20414;
E. singular El Puerto de Santa María;Mujeres;Población;21969;
Núcleo El Puerto de Santa María;Ambos sexos;Población;42383;
Núcleo El Puerto de Santa María;Hombres;Población;20414;
Núcleo El Puerto de Santa María;Mujeres;Población;21969;
E. singular Los Arenales;Ambos sexos;Población;4691;
E. singular Los Arenales;Hombres;Población;2368;
E. singular Los Arenales;Mujeres;Población;2323;
Núcleo Cantarranas;Ambos sexos;Población;402;
Núcleo Cantarranas;Hombres;Población;205;
Núcleo Cantarranas;Mujeres;Población;197;
Núcleo Cuatro Pinos;Ambos sexos;Población;185;
Núcleo Cuatro Pinos;Hombres;Población;89;
Núcleo Cuatro Pinos;Mujeres;Población;96;
Núcleo El Carmen;Ambos sexos;Población;394;
Núcleo El Carmen;Hombres;Población;204;
Núcleo El Carmen;Mujeres;Población;190;
Núcleo La Andreíta;Ambos sexos;Población;251;
Núcleo La Andreíta;Hombres;Población;141;
Núcleo La Andreíta;Mujeres;Población;110;
Núcleo Molino Platero;Ambos sexos;Población;313;
Núcleo Molino Platero;Hombres;Población;152;
Núcleo Molino Platero;Mujeres;Población;161;
Núcleo Perpetuo Socorro;Ambos sexos;Población;63;
Núcleo Perpetuo Socorro;Hombres;Población;32;
Núcleo Perpetuo Socorro;Mujeres;Población;31;
Núcleo Poblado Naval;Ambos sexos;Población;1420;
Núcleo Poblado Naval;Hombres;Población;721;
Núcleo Poblado Naval;Mujeres;Población;699;
Diseminado de Los Arenales;Ambos sexos;Población;1663;
Diseminado de Los Arenales;Hombres;Población;824;
Diseminado de Los Arenales;Mujeres;Población;839;
E. singular San Ignacio-Sierra;Ambos sexos;Población;2015;
E. singular San Ignacio-Sierra;Hombres;Población;999;
E. singular San Ignacio-Sierra;Mujeres;Población;1016;
Núcleo Doña Blanca-Poblado;Ambos sexos;Población;611;
Núcleo Doña Blanca-Poblado;Hombres;Población;298;
Núcleo Doña Blanca-Poblado;Mujeres;Población;313;
Núcleo Los Madrileños;Ambos sexos;Población;599;
Núcleo Los Madrileños;Hombres;Población;295;
Núcleo Los Madrileños;Mujeres;Población;304;
Núcleo Polígono Industrial Salinas de San José;Ambos sexos;Población;10;
Núcleo Polígono Industrial Salinas de San José;Hombres;Población;4;
Núcleo Polígono Industrial Salinas de San José;Mujeres;Población;6;
Núcleo Vega los Pérez;Ambos sexos;Población;73;
Núcleo Vega los Pérez;Hombres;Población;28;
Núcleo Vega los Pérez;Mujeres;Población;45;
Diseminado de San Ignacio-Sierra;Ambos sexos;Población;722;
Diseminado de San Ignacio-Sierra;Hombres;Población;374;
Diseminado de San Ignacio-Sierra;Mujeres;Población;348;
E. singular Valdelagrana;Ambos sexos;Población;5206;
E. singular Valdelagrana;Hombres;Población;2518;
E. singular Valdelagrana;Mujeres;Población;2688;
Núcleo Las Viñas;Ambos sexos;Población;199;
Núcleo Las Viñas;Hombres;Población;92;
Núcleo Las Viñas;Mujeres;Población;107;
Núcleo Valdelagrana;Ambos sexos;Población;4981;
Núcleo Valdelagrana;Hombres;Población;2413;
Núcleo Valdelagrana;Mujeres;Población;2568;
Diseminado de Valdelagrana;Ambos sexos;Población;26;
Diseminado de Valdelagrana;Hombres;Población;13;
Diseminado de Valdelagrana;Mujeres;Población;13;
Espera;Ambos sexos;Población;3776;
Espera;Hombres;Población;1888;
Espera;Mujeres;Población;1888;
E. singular Espera;Ambos sexos;Población;3776;
E. singular Espera;Hombres;Población;1888;
E. singular Espera;Mujeres;Población;1888;
Núcleo Barriada de Fátima;Ambos sexos;Población;128;
Núcleo Barriada de Fátima;Hombres;Población;70;
Núcleo Barriada de Fátima;Mujeres;Población;58;
Núcleo Espera;Ambos sexos;Población;3621;
Núcleo Espera;Hombres;Población;1803;
Núcleo Espera;Mujeres;Población;1818;
Diseminado de Espera;Ambos sexos;Población;27;
Diseminado de Espera;Hombres;Población;15;
Diseminado de Espera;Mujeres;Población;12;
Grazalema;Ambos sexos;Población;2007;
Grazalema;Hombres;Población;996;
Grazalema;Mujeres;Población;1011;
E. singular Benamahoma;Ambos sexos;Población;411;
E. singular Benamahoma;Hombres;Población;211;
E. singular Benamahoma;Mujeres;Población;200;
Núcleo Benamahoma;Ambos sexos;Población;403;
Núcleo Benamahoma;Hombres;Población;208;
Núcleo Benamahoma;Mujeres;Población;195;
Diseminado de Benamahoma;Ambos sexos;Población;8;
Diseminado de Benamahoma;Hombres;Población;3;
Diseminado de Benamahoma;Mujeres;Población;5;
E. singular Gaidovar;Ambos sexos;Población;93;
E. singular Gaidovar;Hombres;Población;55;
E. singular Gaidovar;Mujeres;Población;38;
Diseminado de Gaidovar;Ambos sexos;Población;93;
Diseminado de Gaidovar;Hombres;Población;55;
Diseminado de Gaidovar;Mujeres;Población;38;
E. singular Grazalema;Ambos sexos;Población;1503;
E. singular Grazalema;Hombres;Población;730;
E. singular Grazalema;Mujeres;Población;773;
Núcleo Grazalema;Ambos sexos;Población;1503;
Núcleo Grazalema;Hombres;Población;730;
Núcleo Grazalema;Mujeres;Población;773;
Jerez de la Frontera;Ambos sexos;Población;214844;
Jerez de la Frontera;Hombres;Población;104706;
Jerez de la Frontera;Mujeres;Población;110138;
E. singular Alcornocalejos;Ambos sexos;Población;83;
E. singular Alcornocalejos;Hombres;Población;43;
E. singular Alcornocalejos;Mujeres;Población;40;
Núcleo El Chaparrito;Ambos sexos;Población;75;
Núcleo El Chaparrito;Hombres;Población;39;
Núcleo El Chaparrito;Mujeres;Población;36;
Diseminado de Alcornocalejos;Ambos sexos;Población;8;
Diseminado de Alcornocalejos;Hombres;Población;4;
Diseminado de Alcornocalejos;Mujeres;Población;4;
E. singular Añina-Polila;Ambos sexos;Población;104;
E. singular Añina-Polila;Hombres;Población;58;
E. singular Añina-Polila;Mujeres;Población;46;
Núcleo Polila;Ambos sexos;Población;7;
Núcleo Polila;Hombres;Población;6;
Núcleo Polila;Mujeres;Población;1;
Diseminado de Añina-Polila;Ambos sexos;Población;97;
Diseminado de Añina-Polila;Hombres;Población;52;
Diseminado de Añina-Polila;Mujeres;Población;45;
E. singular Casablanca;Ambos sexos;Población;10;
E. singular Casablanca;Hombres;Población;5;
E. singular Casablanca;Mujeres;Población;5;
Diseminado de Casablanca;Ambos sexos;Población;10;
Diseminado de Casablanca;Hombres;Población;5;
Diseminado de Casablanca;Mujeres;Población;5;
E. singular Cuartillos;Ambos sexos;Población;1024;
E. singular Cuartillos;Hombres;Población;526;
E. singular Cuartillos;Mujeres;Población;498;
Núcleo Cuartillos;Ambos sexos;Población;940;
Núcleo Cuartillos;Hombres;Población;479;
Núcleo Cuartillos;Mujeres;Población;461;
Diseminado de Cuartillos;Ambos sexos;Población;84;
Diseminado de Cuartillos;Hombres;Población;47;
Diseminado de Cuartillos;Mujeres;Población;37;
E. singular Dehesilla de Algar;Ambos sexos;Población;3;
E. singular Dehesilla de Algar;Hombres;Población;2;
E. singular Dehesilla de Algar;Mujeres;Población;1;
Diseminado de Dehesilla de Algar;Ambos sexos;Población;3;
Diseminado de Dehesilla de Algar;Hombres;Población;2;
Diseminado de Dehesilla de Algar;Mujeres;Población;1;
E. singular El Portal;Ambos sexos;Población;547;
E. singular El Portal;Hombres;Población;273;
E. singular El Portal;Mujeres;Población;274;
Núcleo El Portal;Ambos sexos;Población;452;
Núcleo El Portal;Hombres;Población;221;
Núcleo El Portal;Mujeres;Población;231;
Núcleo Sierra San Cristóbal;Ambos sexos;Población;14;
Núcleo Sierra San Cristóbal;Hombres;Población;6;
Núcleo Sierra San Cristóbal;Mujeres;Población;8;
Diseminado de El Portal;Ambos sexos;Población;81;
Diseminado de El Portal;Hombres;Población;46;
Diseminado de El Portal;Mujeres;Población;35;
E. singular El Torno;Ambos sexos;Población;1216;
E. singular El Torno;Hombres;Población;611;
E. singular El Torno;Mujeres;Población;605;
Núcleo El Torno;Ambos sexos;Población;1211;
Núcleo El Torno;Hombres;Población;609;
Núcleo El Torno;Mujeres;Población;602;
Diseminado de El Torno;Ambos sexos;Población;5;
Diseminado de El Torno;Hombres;Población;2;
Diseminado de El Torno;Mujeres;Población;3;
E. singular Estella del Marqués;Ambos sexos;Población;1732;
E. singular Estella del Marqués;Hombres;Población;885;
E. singular Estella del Marqués;Mujeres;Población;847;
Núcleo Estella del Marqués;Ambos sexos;Población;1542;
Núcleo Estella del Marqués;Hombres;Población;778;
Núcleo Estella del Marqués;Mujeres;Población;764;
Diseminado de Estella del Marqués;Ambos sexos;Población;190;
Diseminado de Estella del Marqués;Hombres;Población;107;
Diseminado de Estella del Marqués;Mujeres;Población;83;
E. singular Fuente del Rey;Ambos sexos;Población;4;
E. singular Fuente del Rey;Hombres;Población;2;
E. singular Fuente del Rey;Mujeres;Población;2;
Diseminado de Fuente del Rey;Ambos sexos;Población;4;
Diseminado de Fuente del Rey;Hombres;Población;2;
Diseminado de Fuente del Rey;Mujeres;Población;2;
E. singular Gibalbín;Ambos sexos;Población;644;
E. singular Gibalbín;Hombres;Población;316;
E. singular Gibalbín;Mujeres;Población;328;
Núcleo Gibalbín;Ambos sexos;Población;460;
Núcleo Gibalbín;Hombres;Población;231;
Núcleo Gibalbín;Mujeres;Población;229;
Diseminado de Gibalbín;Ambos sexos;Población;184;
Diseminado de Gibalbín;Hombres;Población;85;
Diseminado de Gibalbín;Mujeres;Población;99;
E. singular Guadalcacín;Ambos sexos;Población;5219;
E. singular Guadalcacín;Hombres;Población;2601;
E. singular Guadalcacín;Mujeres;Población;2618;
Núcleo Guadalcacín;Ambos sexos;Población;4439;
Núcleo Guadalcacín;Hombres;Población;2209;
Núcleo Guadalcacín;Mujeres;Población;2230;
Diseminado de Guadalcacín;Ambos sexos;Población;780;
Diseminado de Guadalcacín;Hombres;Población;392;
Diseminado de Guadalcacín;Mujeres;Población;388;
E. singular Jerez de la Frontera;Ambos sexos;Población;193342;
E. singular Jerez de la Frontera;Hombres;Población;93886;
E. singular Jerez de la Frontera;Mujeres;Población;99456;
Núcleo Jerez de la Frontera;Ambos sexos;Población;193342;
Núcleo Jerez de la Frontera;Hombres;Población;93886;
Núcleo Jerez de la Frontera;Mujeres;Población;99456;
E. singular José Antonio;Ambos sexos;Población;672;
E. singular José Antonio;Hombres;Población;321;
E. singular José Antonio;Mujeres;Población;351;
Núcleo José Antonio;Ambos sexos;Población;277;
Núcleo José Antonio;Hombres;Población;132;
Núcleo José Antonio;Mujeres;Población;145;
Núcleo Puente la Guareña;Ambos sexos;Población;344;
Núcleo Puente la Guareña;Hombres;Población;162;
Núcleo Puente la Guareña;Mujeres;Población;182;
Diseminado de José Antonio;Ambos sexos;Población;51;
Diseminado de José Antonio;Hombres;Población;27;
Diseminado de José Antonio;Mujeres;Población;24;
E. singular La Barca de la Florida;Ambos sexos;Población;4087;
E. singular La Barca de la Florida;Hombres;Población;2043;
E. singular La Barca de la Florida;Mujeres;Población;2044;
Núcleo La Barca de la Florida;Ambos sexos;Población;3835;
Núcleo La Barca de la Florida;Hombres;Población;1907;
Núcleo La Barca de la Florida;Mujeres;Población;1928;
Diseminado de La Barca de la Florida;Ambos sexos;Población;252;
Diseminado de La Barca de la Florida;Hombres;Población;136;
Diseminado de La Barca de la Florida;Mujeres;Población;116;
E. singular La Ina;Ambos sexos;Población;690;
E. singular La Ina;Hombres;Población;355;
E. singular La Ina;Mujeres;Población;335;
Núcleo Baldío Gallardo;Ambos sexos;Población;29;
Núcleo Baldío Gallardo;Hombres;Población;16;
Núcleo Baldío Gallardo;Mujeres;Población;13;
Núcleo Cañada del León;Ambos sexos;Población;98;
Núcleo Cañada del León;Hombres;Población;45;
Núcleo Cañada del León;Mujeres;Población;53;
Núcleo La Ina;Ambos sexos;Población;283;
Núcleo La Ina;Hombres;Población;152;
Núcleo La Ina;Mujeres;Población;131;
Núcleo Rajamancera;Ambos sexos;Población;163;
Núcleo Rajamancera;Hombres;Población;79;
Núcleo Rajamancera;Mujeres;Población;84;
Diseminado de La Ina;Ambos sexos;Población;117;
Diseminado de La Ina;Hombres;Población;63;
Diseminado de La Ina;Mujeres;Población;54;
E. singular La Jarda;Ambos sexos;Población;1;
E. singular La Jarda;Hombres;Población;1;
E. singular La Jarda;Mujeres;Población;-;
Diseminado de La Jarda;Ambos sexos;Población;1;
Diseminado de La Jarda;Hombres;Población;1;
Diseminado de La Jarda;Mujeres;Población;-;
E. singular Las Tablas;Ambos sexos;Población;148;
E. singular Las Tablas;Hombres;Población;70;
E. singular Las Tablas;Mujeres;Población;78;
Núcleo Las Tablas;Ambos sexos;Población;98;
Núcleo Las Tablas;Hombres;Población;49;
Núcleo Las Tablas;Mujeres;Población;49;
Diseminado de Las Tablas;Ambos sexos;Población;50;
Diseminado de Las Tablas;Hombres;Población;21;
Diseminado de Las Tablas;Mujeres;Población;29;
E. singular Los Isletes;Ambos sexos;Población;5;
E. singular Los Isletes;Hombres;Población;4;
E. singular Los Isletes;Mujeres;Población;1;
Diseminado de Los Isletes;Ambos sexos;Población;5;
Diseminado de Los Isletes;Hombres;Población;4;
Diseminado de Los Isletes;Mujeres;Población;1;
E. singular Los Repastaderos;Ambos sexos;Población;935;
E. singular Los Repastaderos;Hombres;Población;483;
E. singular Los Repastaderos;Mujeres;Población;452;
Núcleo El Mojo;Ambos sexos;Población;128;
Núcleo El Mojo;Hombres;Población;65;
Núcleo El Mojo;Mujeres;Población;63;
Núcleo Las Pachecas;Ambos sexos;Población;87;
Núcleo Las Pachecas;Hombres;Población;44;
Núcleo Las Pachecas;Mujeres;Población;43;
Núcleo Lomopardo;Ambos sexos;Población;336;
Núcleo Lomopardo;Hombres;Población;167;
Núcleo Lomopardo;Mujeres;Población;169;
Diseminado de Los Repastaderos;Ambos sexos;Población;384;
Diseminado de Los Repastaderos;Hombres;Población;207;
Diseminado de Los Repastaderos;Mujeres;Población;177;
E. singular Macharnudo Alto;Ambos sexos;Población;91;
E. singular Macharnudo Alto;Hombres;Población;57;
E. singular Macharnudo Alto;Mujeres;Población;34;
Diseminado de Macharnudo Alto;Ambos sexos;Población;91;
Diseminado de Macharnudo Alto;Hombres;Población;57;
Diseminado de Macharnudo Alto;Mujeres;Población;34;
E. singular Mesas de Asta;Ambos sexos;Población;376;
E. singular Mesas de Asta;Hombres;Población;191;
E. singular Mesas de Asta;Mujeres;Población;185;
Núcleo Mesas de Asta;Ambos sexos;Población;249;
Núcleo Mesas de Asta;Hombres;Población;129;
Núcleo Mesas de Asta;Mujeres;Población;120;
Diseminado de Mesas de Asta;Ambos sexos;Población;127;
Diseminado de Mesas de Asta;Hombres;Población;62;
Diseminado de Mesas de Asta;Mujeres;Población;65;
E. singular Nueva Jarilla;Ambos sexos;Población;1521;
E. singular Nueva Jarilla;Hombres;Población;758;
E. singular Nueva Jarilla;Mujeres;Población;763;
Núcleo Nueva Jarilla;Ambos sexos;Población;1323;
Núcleo Nueva Jarilla;Hombres;Población;658;
Núcleo Nueva Jarilla;Mujeres;Población;665;
Diseminado de Nueva Jarilla;Ambos sexos;Población;198;
Diseminado de Nueva Jarilla;Hombres;Población;100;
Diseminado de Nueva Jarilla;Mujeres;Población;98;
E. singular San Isidro del Guadalete;Ambos sexos;Población;576;
E. singular San Isidro del Guadalete;Hombres;Población;305;
E. singular San Isidro del Guadalete;Mujeres;Población;271;
